Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Haloterrigena salifodinae		strain: BOL5-1	2675099	ASM1690602v1	GCF_016906025.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4180318	5087240	2021-02-18	4990	PRJNA412908	SAMN17385152
Halobacterium sp. BOL4-2		strain: BOL4-2	2810537	ASM1691783v3	GCF_016917835.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	1989773	2447374	2021-10-20	2603	PRJNA412908	SAMN17798216
Halobacterium sp. GSL-19		strain: GSL-19	2812551	ASM1691785v1	GCF_016917855.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	1987132	2326224	2021-02-22	2469	PRJNA412908	SAMN17888196
Halapricum desulfuricans		strain: HSR-Bgl	2841257	ASM1709444v1	GCF_017094445.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2940228	3078018	2021-03-01	3155	PRJNA670125	SAMN16484195
Halapricum desulfuricans		strain: HSR-Est	2841257	ASM1709446v1	GCF_017094465.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2699657	2880382	2021-03-01	2910	PRJNA670125	SAMN16484257
Natranaeroarchaeum sulfidigenes		strain: AArc-S	2784880	ASM1709448v1	GCF_017094485.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3041127	3041127	2021-03-01	3173	PRJNA670096	SAMN16483868
Halapricum desulfuricans		strain: HSR12-1	2841257	ASM1709450v1	GCF_017094505.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2940338	2940338	2021-03-01	2982	PRJNA670125	SAMN16484274
Halapricum desulfuricans		strain: HSR12-2	2841257	ASM1709452v1	GCF_017094525.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2893909	2893909	2021-03-01	2977	PRJNA670125	SAMN16484277
Natrinema longum		strain: ABH32	370324	ASM1735209v1	GCF_017352095.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3588874	3588874	2021-03-14	3603	PRJNA706550	SAMN18137902
Haloterrigena alkaliphila		strain: KZCA68	2816475	ASM1735215v2	GCF_017352155.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3823492	4270687	2021-10-19	4203	PRJNA706548	SAMN18137898
Natronosalvus caseinilyticus		strain: KZCA101	2953747	ASM1735710v2	GCF_017357105.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4004921	4235112	2022-07-13	4112	PRJNA707374	SAMN18203325
Halovivax sp. KZCA124		strain: KZCA124	2817025	ASM1735740v1	GCF_017357405.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4022344	5166602	2021-03-16	4756	PRJNA707376	SAMN18203374
Halomicrobium sp. IBSBa		strain: IBSBa	2778916	ASM1761257v1	GCF_017612575.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	546337	3367405	2021-03-29	3527	PRJNA667829	SAMN16385344
Halorubrum trapanicum		strain: DSM 12287	29284	ASM1787355v1	GCF_017873555.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	194379	3080988	2021-04-08	3067	PRJNA710559	SAMN18245806
Halarchaeum rubridurum		strain: DSM 22443	489911	ASM1787377v1	GCF_017873775.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	552101	2815940	2021-04-08	2933	PRJNA710567	SAMN18245742
Halorubrum alkaliphilum		strain: DSM 23564	261290	ASM1787381v1	GCF_017873815.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	89526	3098171	2021-04-08	3107	PRJNA710566	SAMN18245801
Halolamina salifodinae		strain: DSM 26232	1202767	ASM1787423v1	GCF_017874235.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	461436	2752321	2021-04-08	2883	PRJNA710568	SAMN18247528
Halarchaeum solikamskense		strain: DSM 26612	1073081	ASM1787469v1	GCF_017874695.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	147659	3122714	2021-04-08	3233	PRJNA710569	SAMN18245933
Haloarcula sinaiiensis ATCC 33800		strain: ATCC 33800	662476	ASM1820001v1	GCF_018200015.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3093724	4537128	2021-04-29	4624	PRJNA412908	SAMN18811338
Halorubrum ruber		strain: MBLA0099	2982524	ASM1822876v1	GCF_018228765.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3021820	3021820	2021-05-03	3000	PRJNA718722	SAMN18559506
Haloferax volcanii		strain: ID76 - delta_ftsZ1	2246	ASM1841999v1	GCF_018419995.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	191594	3939578	2021-05-20	4031	PRJNA681931	SAMN16974886
Haloferax volcanii		strain: ID77 - delta_ftsZ2	2246	ASM1842001v1	GCF_018420015.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	191745	3940152	2021-05-20	4030	PRJNA681931	SAMN16974887
Haloferax volcanii		strain: H98	2246	ASM1842005v1	GCF_018420055.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	190988	3940033	2021-05-20	4032	PRJNA681931	SAMN16974885
Haloferax volcanii		strain: ID112 - delta_ftsZ1_delta_ftsZ2	2246	ASM1842006v1	GCF_018420065.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	191001	3936564	2021-05-20	4022	PRJNA681931	SAMN16974888
Halorubrum sp. 2020YC2		strain: 2020YC2	2836432	ASM1862305v1	GCF_018623055.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3063515	3063515	2021-06-02	3066	PRJNA730343	SAMN19229075
Haloarcula salina		strain: JCM 18369	1429914	ASM1906122v1	GCF_019061225.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	594909	3798620	2021-06-29	3899	PRJNA741094	SAMN19844807
Halomicroarcula limicola		strain: JCM 183640	1429915	ASM1906123v1	GCF_019061235.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	1379950	3904802	2021-06-29	3957	PRJNA741096	SAMN19844820
Halomicroarcula salinisoli		strain: F24A	2487746	ASM1959940v1	GCF_019599405.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	746471	4027253	2021-08-14	4165	PRJNA504750	SAMN10397798
Halomicroarcula rubra		strain: F13	2487747	ASM1959946v1	GCF_019599465.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	308161	4667063	2021-08-14	4845	PRJNA504754	SAMN10397844
Halomicroarcula salinisoli		strain: F28	2487746	ASM1959948v1	GCF_019599485.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	742232	4067248	2021-08-14	4233	PRJNA504756	SAMN10397876
Halomicroarcula nitratireducens		strain: F27	2487749	ASM1959950v1	GCF_019599505.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	450140	5195189	2021-08-14	5304	PRJNA504757	SAMN10397890
Halomicroarcula pellucida		strain: CECT 7537	1427151	ASM1959951v1	GCF_019599515.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	1010699	3926279	2021-08-14	4103	PRJNA504762	SAMN10397914
Salinarchaeum sp. IM2453		strain: IM2453	2862870	ASM1969321v1	GCF_019693215.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2656678	2656678	2021-08-19	2541	PRJNA749895	SAMN20424635
Halobaculum magnesiiphilum		strain: NBRC 109044	1017351	ASM1982310v1	GCF_019823105.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2965230	3732450	2021-08-31	3793	PRJNA757273	SAMN20958642
Natrinema sp. SYSU A 869		strain: SYSU A 869	2871694	ASM1987910v1	GCF_019879105.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3902255	5674674	2021-09-04	5601	PRJNA756716	SAMN20924712
Halobaculum rubrum		strain: C46	2872158	ASM1988022v1	GCF_019880225.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2964354	3058052	2021-09-05	3107	PRJNA757259	SAMN20957702
Halobaculum roseum		strain: CGMCC 1.15501	2175149	ASM1988024v1	GCF_019880245.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2980919	3719897	2021-09-05	3782	PRJNA757270	SAMN20958564
Haloprofundus salinisoli		strain: SQT7-1	2876193	ASM2009781v1	GCF_020097815.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3017014	3421753	2021-09-23	3527	PRJNA763320	SAMN21437959
Haloprofundus halobius		strain: SEDH52	2876194	ASM2009783v1	GCF_020097835.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3226056	3947132	2021-09-23	4068	PRJNA763323	SAMN21437986
Natrinema longum		strain: JCM 13563	370324	ASM2010591v1	GCF_020105915.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	1078657	4125339	2021-09-23	4110	PRJNA744492	SAMN20093900
Haloprofundus salilacus		strain: Gai1-5	2876190	ASM2015081v1	GCF_020150815.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3239131	3727714	2021-09-26	3778	PRJNA763292	SAMN21437237
Saliphagus infecundisoli		strain: YIM 93707	1849069	ASM2017716v1	GCF_020177165.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	151397	4528910	2021-09-29	4619	PRJNA765526	SAMN21561969
Saliphagus infecundisoli		strain: YIM 93745	1849069	ASM2017737v1	GCF_020177375.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	151409	4533468	2021-09-29	4622	PRJNA765109	SAMN21542746
Halomicrobium urmianum		strain: IBRC-M: 10911	1586233	ASM2021742v1	GCF_020217425.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3355004	4254704	2021-10-03	4293	PRJNA765798	SAMN21591356
Halomicrobium salinisoli		strain: LT50	2878391	ASM2040518v1	GCF_020405185.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3371609	3846467	2021-10-10	3814	PRJNA765798	SAMN21590223
Natrinema salinisoli		strain: SLN56	2878535	ASM2040520v1	GCF_020405205.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4190307	4704203	2021-10-10	4681	PRJNA766180	SAMN21621845
Natrinema sp. DC36		strain: DC36	2878680	ASM2040522v1	GCF_020405225.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4109150	5097323	2021-10-10	5308	PRJNA766499	SAMN21849512
Halomicrobium salinisoli		strain: TH30	2878391	ASM2040524v1	GCF_020405245.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3518577	4146547	2021-10-10	4068	PRJNA765798	SAMN21590330
Natrinema amylolyticum		strain: LT61	2878679	ASM2051562v1	GCF_020515625.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	1111384	4710114	2021-10-17	4586	PRJNA766488	SAMN21848853
Salinirubrum litoreum		strain: XD46	1126234	ASM2056742v1	GCF_020567425.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	1474004	4055248	2021-10-25	3981	PRJNA772377	SAMN22374875
Halorubellus salinus		strain: GX3	755309	ASM2056752v1	GCF_020567525.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	583777	4065184	2021-10-25	4022	PRJNA772375	SAMN22374872
Haladaptatus salinisoli		strain: PSR8	2884876	ASM2061437v1	GCF_020614375.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2866551	5035265	2021-10-26	5188	PRJNA772078	SAMN22363859
Salarchaeum japonicum		strain: JCM 16327	555573	ASM2061439v1	GCF_020614395.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2204074	2339281	2021-10-26	2616	PRJNA772374	SAMN22374871
Haladaptatus halobius		strain: PSR5	2884875	ASM2061847v1	GCF_020618475.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	1409663	7279389	2021-10-26	7673	PRJNA772077	SAMN22361724
Haladaptatus pallidirubidus		strain: YIM 93656	1008152	ASM2070023v1	GCF_020700235.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3821467	6270521	2021-11-01	6555	PRJNA772083	SAMN22364628
Halobacterium salinarum NRC-34001		strain: NRC-34001	2886895	ASM2073648v1	GCF_020736485.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2012898	2291038	2021-11-03	2436	PRJNA412908	SAMN22513565
Halobacterium sp. KA-4		strain: KA-4	2896367	ASM2102899v1	GCF_021028995.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	138062	3336915	2021-12-02	3622	PRJNA501846	SAMN23070839
Halobacterium sp. KA-6		strain: KA-6	2896368	ASM2102901v1	GCF_021029015.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	362719	3492034	2021-12-02	3771	PRJNA501846	SAMN23070840
Haladaptatus sp. DYF46		strain: DYF46	2886041	ASM2108330v1	GCF_021083305.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	950992	5682248	2021-12-06	5802	PRJNA773206	SAMN22447313
Halobacterium litoreum		strain: ZS-54-S2	2039234	ASM2123341v1	GCF_021233415.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2697405	2709004	2021-12-20	2980	PRJNA787373	SAMN23798363
Halobacterium noricense		strain: JCM 15102	223182	ASM2123343v1	GCF_021233435.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2893719	3316796	2021-12-20	3553	PRJNA787377	SAMN23798384
Halobacterium wangiae		strain: Gai3-17	2902623	ASM2124934v1	GCF_021249345.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3112195	3112195	2021-12-21	3318	PRJNA787363	SAMN23798262
Halobacterium zhouii		strain: XZYJT26	2902624	ASM2124940v1	GCF_021249405.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2509167	2828879	2021-12-21	2928	PRJNA787367	SAMN23798265
Halobaculum sp. CBA1158		strain: CBA1158	2904243	ASM2143192v1	GCF_021431925.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2886087	3320122	2022-01-11	3443	PRJNA789115	SAMN24046656
Halobacterium salinarum		strain: AS2	2242	ASM2150397v1	GCF_021503975.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	37119	2466990	2022-01-18	2719	PRJNA743273	SAMN20014283
Halobacterium salinarum		strain: CBA1132	2242	ASM2150399v1	GCF_021503995.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	5828	2059784	2022-01-18	2588	PRJNA730302	SAMN19225704
Halobacterium salinarum		strain: AS8	2242	ASM2150401v1	GCF_021504015.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	55773	2236468	2022-01-18	2431	PRJNA743277	SAMN20014181
Halobacterium salinarum		strain: AS19	2242	ASM2150403v1	GCF_021504035.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	112401	2428562	2022-01-18	2627	PRJNA743277	SAMN20012396
Halobacterium salinarum		strain: AS11	2242	ASM2150404v1	GCF_021504045.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	130351	2432692	2022-01-18	2619	PRJNA743277	SAMN20012774
Halobacterium sp. TGN-42-S1		strain: TGN-42-S1	2902625	ASM2172901v1	GCF_021729015.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	742482	3065736	2022-01-30	3280	PRJNA787370	SAMN23798340
Halobacterium noricense		strain: NRS2HaP9	223182	ASM2196378v1	GCF_021963785.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	511099	3037489	2022-02-04	3299	PRJNA783891	SAMN23457130
Halorubrum lacusprofundi		strain: HL1RP11	2247	ASM2196527v1	GCF_021965275.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	237458	3550491	2022-02-04	3583	PRJNA783889	SAMN23457007
Haloarcula hispanica		strain: 1.8	51589	ASM2280751v1	GCF_022807515.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	29927	3589827	2022-04-01	3789	PRJNA705356	SAMN18082610
Halosolutus halophilus		strain: LT55	1552990	ASM2286980v1	GCF_022869805.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5058678	5058678	2022-04-11	5040	PRJNA822522	SAMN27190933
Halococcus dombrowskii		strain: H4	179637	ASM2287048v1	GCF_022870485.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2767537	3965466	2022-04-11	4056	PRJNA822675	SAMN27257334
Natribaculum luteum		strain: IBRC-M 10912	1586232	ASM2300854v1	GCF_023008545.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3656043	4611642	2022-04-16	4642	PRJNA824306	SAMN27400904
Natribaculum longum		strain: TRM20345	1419051	ASM2300856v1	GCF_023008565.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3395034	4394685	2022-04-16	4364	PRJNA824295	SAMN27400812
Natribaculum breve		strain: TRM20010	1419050	ASM2300858v1	GCF_023008585.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3337253	4352512	2022-04-16	4384	PRJNA824286	SAMN27400664
Halosolutus gelatinilyticus		strain: SQT-29-1	2931975	ASM2302810v1	GCF_023028105.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3906818	4757880	2022-04-18	4586	PRJNA822525	SAMN27190946
Halorientalis litorea		strain: ZY14	2931977	ASM2302822v1	GCF_023028225.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2798302	3214077	2022-04-18	3380	PRJNA822515	SAMN27190819
Halorientalis marina		strain: GDY88	2931976	ASM2302834v1	GCF_023028345.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3675221	4754137	2022-04-18	4833	PRJNA822520	SAMN27190925
Halomarina salina		strain: ZS-57-S	1872699	ASM2307483v1	GCF_023074835.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	3099874	4461942	2022-04-20	4489	PRJNA827011	SAMN27594321
Halorientalis brevis		strain: YC89	1126241	ASM2307765v1	GCF_023077655.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	532002	4598055	2022-04-20	4718	PRJNA824294	SAMN27400809
Halovivax limisalsi		strain: IBRC-M 10022	1453760	ASM2309353v1	GCF_023093535.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3894819	3894819	2022-04-23	3638	PRJNA826305	SAMN27554405
Halocatena salina		strain: AD-1	2934340	ASM2311535v1	GCF_023115355.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2527185	4012255	2022-04-26	3895	PRJNA825720	SAMN27533989
Salinarchaeum laminariae		strain: R26	869888	ASM2320483v1	GCF_023204835.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	3169527	3169627	2022-05-02	3045	PRJNA826649	SAMN27573327
Halorussus sp. XZYJT49		strain: XZYJT49	2938695	ASM2323820v1	GCF_023238205.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3579900	4624940	2022-05-04	4673	PRJNA831011	SAMN27747444
Halorussus sp. XZYJT40		strain: XZYJT40	2937524	ASM2323844v1	GCF_023238445.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3668365	3668365	2022-05-04	3737	PRJNA831001	SAMN27746577
Haloplanus sp. XH21		strain: XH21	2934938	ASM2327635v1	GCF_023276355.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2532274	2941515	2022-05-08	3129	PRJNA826316	SAMN27554576
Halocatena marina		strain: DFN5	2934937	ASM2327637v1	GCF_023276375.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	3915224	5317764	2022-05-08	5120	PRJNA826280	SAMN27554123
Halorientalis salina		strain: NEN8	2932266	ASM2356603v1	GCF_023566035.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	291148	3661127	2022-05-27	3752	PRJNA822870	SAMN27281454
Halosolutus amylolyticus		strain: WLHS5	2932267	ASM2356605v1	GCF_023566055.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	1227505	4594540	2022-05-27	4524	PRJNA822874	SAMN27281600
Natronocalculus amylovorans		strain: AArc-St2	2917812	ASM2363803v1	GCF_023638035.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	508906	3260636	2022-06-02	3346	PRJNA807102	SAMN25827067
Natranaeroarchaeum aerophilus		strain: AArc-St1-1	2917711	ASM2363805v1	GCF_023638055.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	258047	3289722	2022-06-02	3382	PRJNA807104	SAMN25827068
Halorientalis regularis		strain: TNN28	660518	ASM2369853v1	GCF_023698535.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	230717	4031955	2022-06-08	4288	PRJNA824214	SAMN27395177
Halomarina rubra		strain: ZS-47-S	2071873	ASM2369947v1	GCF_023699475.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	150211	4068489	2022-06-08	4273	PRJNA832571	SAMN27867787
Halorubrum sp. 1-13-28		strain: 1-13-28	2949307	ASM2370212v1	GCF_023702125.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2962044	3063422	2022-06-11	3096	PRJNA842494	SAMN28671404
Haloplanus sp. GDY1		strain: GDY1	2949993	ASM2370377v1	GCF_023703775.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3010375	3435985	2022-06-13	3605	PRJNA843938	SAMN28772773
Haloplanus sp. HW8-1		strain: HW8-1	2949995	ASM2370379v1	GCF_023703795.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3515433	3839886	2022-06-13	4017	PRJNA843945	SAMN28772797
Natronococcus sp. CG52		strain: CG52	2951804	ASM2391351v1	GCF_023913515.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3971974	4743419	2022-06-26	4635	PRJNA847329	SAMN28928661
Natronosalvus vescus		strain: CGA3	2953881	ASM2397314v1	GCF_023973145.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3836670	3836670	2022-06-28	3640	PRJNA850833	SAMN29203671
Haladaptatus sp. AB618		strain: AB618	2934173	ASM2413696v1	GCF_024136965.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	570774	4824700	2022-07-04	4830	PRJNA825369	SAMN27512718
Haladaptatus sp. AB643		strain: AB643	2934174	ASM2413697v1	GCF_024136975.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	337255	4860127	2022-07-04	4851	PRJNA825369	SAMN27512719
Haloferax sp. AB510		strain: AB510	2934172	ASM2413698v1	GCF_024136985.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30397	3966364	2022-07-04	4195	PRJNA825369	SAMN27512717
Halorussus sp. YCN54		strain: YCN54	2953750	ASM2413812v1	GCF_024138125.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3037152	3596520	2022-07-05	3642	PRJNA850522	SAMN29182972
Natronosalvus halobius		strain: AGai3-5	2953746	ASM2413814v1	GCF_024138145.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3513191	3854603	2022-07-05	3754	PRJNA850544	SAMN29188008
Halorussus sp. XZYJT10		strain: XZYJT10	2953749	ASM2413816v1	GCF_024138165.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3955869	5051069	2022-07-05	5072	PRJNA850507	SAMN29182859
Halohasta sp. GSL13		strain: GSL13	2961621	ASM2417816v1	GCF_024178165.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	497671	3041226	2022-07-06	3147	PRJNA854308	SAMN29428005
Natronosalvus rutilus		strain: WLHS1	2953753	ASM2420466v1	GCF_024204665.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3786994	4312161	2022-07-11	4246	PRJNA850622	SAMN29198663
Halomicroarcula marina		strain: DT1	2961574	ASM2421877v1	GCF_024218775.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3357773	3739652	2022-07-12	3901	PRJNA853861	SAMN29406380
Halorussus sp. XZYJ18		strain: XZYJ18	2953748	ASM2421879v1	GCF_024218795.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3588463	4739434	2022-07-12	4839	PRJNA850505	SAMN29182851
Halomicroarcula marina		strain: YSSS71	2961574	ASM2421881v1	GCF_024218815.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3318558	3910177	2022-07-12	3993	PRJNA853862	SAMN29406388
Natrinema caseinilyticum		strain: ZJ2	2961570	ASM2422743v1	GCF_024227435.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3942503	4771358	2022-07-13	4639	PRJNA853933	SAMN29416498
Halomarina sp. BCD28		strain: BCD28	2961595	ASM2422771v1	GCF_024227715.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3126219	3884949	2022-07-13	4187	PRJNA854267	SAMN29425829
Halomarina sp. BND7		strain: BND7	2961599	ASM2422831v1	GCF_024228315.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3541364	4601757	2022-07-13	4727	PRJNA854293	SAMN29426659
