orf#,start,end,strand,contig,id,annot,score,evalue,aln_length,interpro_annot,interpro_evalue,DRAM_kegg,DRAM_pdfam,nr_annotation,nr_bitscore
2768,2642418,2642768,TRUE,CP101161.1,CP101161.1_2768,"",,,,"",,"","",,
2769,2642765,2643325,FALSE,CP101161.1,CP101161.1_2769,"",,,,Putative integral membrane protein (DUF2391),3.9e-07,"","",DUF2391 family protein [Halosegnis sp. ZY10],343
2770,2643325,2644185,FALSE,CP101161.1,CP101161.1_2770,"",,,,3-HYDROXYACYL-COA DEHYDROGENASE FAMILY PROTEIN,6.2e-87,"","",3-hydroxyacyl-CoA dehydrogenase family protein [Halosegnis sp. ZY10],554
2771,2644230,2645633,FALSE,CP101161.1,CP101161.1_2771,"",,,,Thiolase-like,8.11e-24,uncharacterized protein,Hydroxymethylglutaryl-coenzyme A synthase N terminal [PF01154.20]; Rubredoxin-like zinc ribbon domain (DUF35_N) [PF12172.11],zinc ribbon domain-containing protein [Halosegnis sp. ZY10],898
2772,2645630,2646808,FALSE,CP101161.1,CP101161.1_2772,"",,,,SCP-x_thiolase,0,"","",thiolase domain-containing protein [Halosegnis sp. ZY10],782
2773,2646920,2648899,TRUE,CP101161.1,CP101161.1_2773,"",,,,5-OXOPROLINASE RELATED,0,N-methylhydantoinase A [EC:3.5.2.14],Hydantoinase/oxoprolinase [PF01968.21]; Hydantoinase/oxoprolinase N-terminal region [PF05378.16]; Hydantoinase/oxoprolinase C-terminal domain [PF19278.2],hydantoinase/oxoprolinase family protein [Halosegnis sp. ZY10],1260
2774,2648896,2650659,TRUE,CP101161.1,CP101161.1_2774,"",,,,Hydantoinase B/oxoprolinase,0,N-methylhydantoinase B [EC:3.5.2.14],Hydantoinase B/oxoprolinase [PF02538.17],hydantoinase B/oxoprolinase family protein [Halosegnis sp. ZY10],1070
2775,2650701,2651981,TRUE,CP101161.1,CP101161.1_2775,"",,,,PaaK,0,phenylacetate-CoA ligase [EC:6.2.1.30],"AMP-binding enzyme [PF00501.31]; AMP-binding enzyme C-terminal domain [PF14535.9]; Acyl-protein synthetase, LuxE [PF04443.15]",phenylacetate--CoA ligase [Halosegnis sp. ZY10],835
2776,2652099,2652569,TRUE,CP101161.1,CP101161.1_2776,"",,,,Hotdog Thioesterase,6e-41,"","",MaoC/PaaZ C-terminal domain-containing protein [Halosegnis sp. ZY10],319
2777,2652610,2653122,TRUE,CP101161.1,CP101161.1_2777,"",,,,"",,"","",,
2778,2653166,2654032,TRUE,CP101161.1,CP101161.1_2778,"",,,,Metallo-dependent hydrolases,1.25e-58,uncharacterized protein,Amidohydrolase [PF04909.17],amidohydrolase family protein [Halosegnis sp. ZY10],598
2779,2654029,2657490,FALSE,CP101161.1,CP101161.1_2779,"",,,,PAS domain,2.2e-28,"","",PAS domain-containing protein [Halosegnis sp. ZY10],2169
2780,2657563,2658198,FALSE,CP101161.1,CP101161.1_2780,"",,,,DIMETHYL SULFOXIDE REDUCTASE TRANSCRIPTIONAL ACTIVATOR,8.6e-21,"","",helix-turn-helix domain-containing protein [Halosegnis sp. ZY10],420
2781,2658282,2659223,TRUE,CP101161.1,CP101161.1_2781,"",,,,Phenylacetic acid catabolic protein,6.2e-69,"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]",Phenylacetic acid catabolic protein [PF05138.15],"1,2-phenylacetyl-CoA epoxidase subunit A [Halosegnis sp. ZY10]",638
2782,2659226,2659555,TRUE,CP101161.1,CP101161.1_2782,"",,,,Phenylacetic acid degradation B,3.6e-21,"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB",Phenylacetic acid degradation B [PF06243.14],phenylacetic acid degradation protein PaaB [Halosegnis sp. ZY10],216
2783,2659557,2660378,TRUE,CP101161.1,CP101161.1_2783,"",,,,Ferritin-like,1.52e-59,"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]",Phenylacetic acid catabolic protein [PF05138.15],phenylacetate-CoA oxygenase subunit PaaC [Halosegnis sp. ZY10],567
2784,2660371,2660826,TRUE,CP101161.1,CP101161.1_2784,"",,,,FE-S PROTEIN MATURATION AUXILIARY FACTOR YITW,2.4e-25,"","",metal-sulfur cluster assembly factor [Halosegnis sp. ZY10],305
2785,2660823,2660990,TRUE,CP101161.1,CP101161.1_2785,"",,,,"",,"","",,
2786,2661045,2661566,TRUE,CP101161.1,CP101161.1_2786,"",,,,"",,"","",,
2787,2661575,2662321,FALSE,CP101161.1,CP101161.1_2787,"",,,,Amino acid/polyamine transporter I,2.1e-22,"","",amino acid permease [Halosegnis sp. ZY10],454
2788,2662309,2663028,FALSE,CP101161.1,CP101161.1_2788,"",,,,Amino acid/polyamine transporter I,2.5e-36,"","",APC family permease [Halosegnis sp. ZY10],457
2789,2663128,2664015,TRUE,CP101161.1,CP101161.1_2789,"",,,,Nop domain,6.28e-51,"","",NOP5/NOP56 family protein [Halosegnis sp. ZY10],518
2790,2664008,2664637,TRUE,CP101161.1,CP101161.1_2790,"",,,,Fibrillarin_2,6.6e-106,fibrillarin-like pre-rRNA processing protein,Fibrillarin [PF01269.20],fibrillarin-like rRNA/tRNA 2'-O-methyltransferase [Halosegnis sp. ZY10],408
2791,2664668,2665231,TRUE,CP101161.1,CP101161.1_2791,"",,,,Protein of unknown function (DUF3238),1.2e-45,"","",DUF3238 domain-containing protein [Halosegnis sp. ZY10],379
2792,2665281,2666429,TRUE,CP101161.1,CP101161.1_2792,"",,,,YbdK family carboxylate-amine ligase,3.2e-95,glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-],Glutamate-cysteine ligase family 2(GCS2) [PF04107.16],glutamate--cysteine ligase [Halosegnis sp. ZY10],776
2793,2666479,2666934,TRUE,CP101161.1,CP101161.1_2793,"",,,,"""""""""Winged helix"""""""" DNA-binding domain",1.61e-09,"","",winged helix-turn-helix domain-containing protein [Halosegnis sp. ZY10],290
2794,2666972,2667469,TRUE,CP101161.1,CP101161.1_2794,"",,,,HUPs,6.7e-37,"","",phosphopantetheine adenylyltransferase [Halosegnis sp. ZY10],321
2795,2667500,2667808,FALSE,CP101161.1,CP101161.1_2795,"",,,,Cyclin-like,3.88e-14,"","",transcription initiation factor IIB family protein [Halosegnis sp. ZY10],192
2796,2667884,2668396,TRUE,CP101161.1,CP101161.1_2796,"",,,,PK beta-barrel domain-like,3.03e-27,"","",MOSC domain-containing protein [Halosegnis sp. ZY10],340
2797,2668567,2668998,FALSE,CP101161.1,CP101161.1_2797,"",,,,RL5-like,2.94e-38,RNA-binding protein,RNA binding [PF01877.20],MULTISPECIES: RNA-binding protein [Halomicrobium],189
2798,2669003,2669194,FALSE,CP101161.1,CP101161.1_2798,"",,,,"",,"","",DUF1918 domain-containing protein [Halosegnis sp. ZY10],121
2799,2669324,2669911,TRUE,CP101161.1,CP101161.1_2799,"",,,,Nucleoside Triphosphate Pyrophosphohydrolase,3.8e-24,8-oxo-dGTP diphosphatase [EC:3.6.1.55],NUDIX domain [PF00293.31],NUDIX domain-containing protein [Halosegnis sp. ZY10],372
2800,2669901,2670770,FALSE,CP101161.1,CP101161.1_2800,"",,,,"",,"","",,
2801,2670941,2671399,FALSE,CP101161.1,CP101161.1_2801,"",,,,aspartate carbamoyltransferase regulatory subunit,4.7e-54,aspartate carbamoyltransferase regulatory subunit,"Aspartate carbamoyltransferase regulatory chain, allosteric domain [PF01948.21]; Aspartate carbamoyltransferase regulatory chain, metal binding domain [PF02748.18]",aspartate carbamoyltransferase regulatory subunit [Halosegnis sp. ZY10],296
2802,2671396,2672298,FALSE,CP101161.1,CP101161.1_2802,"",,,,aspartate carbamoyltransferase,5.3e-111,aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2],"Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain [PF02729.24]; Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain [PF00185.27]",aspartate carbamoyltransferase [Halosegnis sp. ZY10],593
2803,2672428,2673066,TRUE,CP101161.1,CP101161.1_2803,"",,,,P-loop containing nucleoside triphosphate hydrolases,3.15e-26,"","",P-loop NTPase [Halosegnis sp. ZY10],403
2804,2673119,2673745,TRUE,CP101161.1,CP101161.1_2804,"",,,,UPF0273 PROTEIN TM_0370,2.4e-12,"","",transcriptional regulator [Halosegnis sp. ZY10],405
2805,2673868,2674302,FALSE,CP101161.1,CP101161.1_2805,"",,,,"",,"","",histidine kinase [Halosegnis sp. ZY10],282
2806,2674626,2675588,FALSE,CP101161.1,CP101161.1_2806,"",,,,FKBP-TYPE PEPTIDYL-PROLYL CIS-TRANS ISOMERASE SLYD,1.9e-39,FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8],FKBP-type peptidyl-prolyl cis-trans isomerase [PF00254.31],peptidylprolyl isomerase [Natronomonas sp. LN261],318
2807,2675680,2676213,TRUE,CP101161.1,CP101161.1_2807,"",,,,CYTH-like_AC_IV-like,3.24661e-51,"adenylate cyclase, class 2 [EC:4.6.1.1]",CYTH domain [PF01928.24],class IV adenylate cyclase [Halosegnis sp. ZY10],345
2808,2676309,2677520,TRUE,CP101161.1,CP101161.1_2808,"",,,,S-ADENOSYLMETHIONINE SYNTHASE,0,S-adenosylmethionine synthetase [EC:2.5.1.6],S-adenosylmethionine synthetase (AdoMet synthetase) [PF01941.22],methionine adenosyltransferase [Halosegnis sp. ZY10],771
2809,2677585,2677950,FALSE,CP101161.1,CP101161.1_2809,"",,,,"",,"","",,
2810,2678028,2678279,TRUE,CP101161.1,CP101161.1_2810,"",,,,"",,"","",,
2811,2678318,2678773,TRUE,CP101161.1,CP101161.1_2811,"",,,,Family of unknown function (DUF5804),3.3e-55,"","",DUF5804 family protein [Halosegnis sp. ZY10],293
2812,2678818,2679630,TRUE,CP101161.1,CP101161.1_2812,"",,,,"",,"","",,
2813,2679582,2680547,FALSE,CP101161.1,CP101161.1_2813,"",,,,CBS_like,1.28403e-115,"","",PLP-dependent cysteine synthase family protein [Halosegnis sp. ZY10],587
2814,2680597,2681016,TRUE,CP101161.1,CP101161.1_2814,"",,,,"Protein of unknown function, DUF488",2.5e-10,"","",DUF488 family protein [Halosegnis sp. ZY10],278
2815,2681072,2681437,TRUE,CP101161.1,CP101161.1_2815,"",,,,Thioredoxin-like,5.09e-10,"","",thioredoxin [Halosegnis sp. ZY10],252
2816,2681447,2681833,FALSE,CP101161.1,CP101161.1_2816,"",,,,Nucleic acid-binding proteins,2.06e-19,uncharacterized protein,"Rubredoxin-like zinc ribbon domain (DUF35_N) [PF12172.11]; DUF35 OB-fold domain, acyl-CoA-associated [PF01796.20]",zinc ribbon domain-containing protein [Halosegnis sp. ZY10],256
2817,2681830,2682996,FALSE,CP101161.1,CP101161.1_2817,"",,,,SCP-x_thiolase,0,"","",beta-ketoacyl synthase N-terminal-like domain-containing protein [Halosegnis sp. ZY10],759
2818,2683079,2683336,FALSE,CP101161.1,CP101161.1_2818,"",,,,"",,"","",,
2819,2683336,2683722,FALSE,CP101161.1,CP101161.1_2819,"",,,,SnoaL-like domain,9.1e-11,"","",DUF3225 domain-containing protein [Halosegnis sp. ZY10],267
2820,2683865,2683993,TRUE,CP101161.1,CP101161.1_2820,"",,,,"",,"","",,
2821,2684231,2685268,TRUE,CP101161.1,CP101161.1_2821,"",,,,TyrRS_arch_euk,1.3e-122,tyrosyl-tRNA synthetase [EC:6.1.1.1],tRNA synthetases class I (W and Y) [PF00579.28],tyrosine--tRNA ligase [Halosegnis sp. ZY10],676
2822,2685383,2685844,TRUE,CP101161.1,CP101161.1_2822,"",,,,DoxX,1.6e-09,"","",DoxX family membrane protein [Halosegnis sp. ZY10],295
2823,2685895,2686476,TRUE,CP101161.1,CP101161.1_2823,"",,,,FLAVOPROTEIN OXYGENASE,4.2e-52,"","",flavin reductase family protein [Halosegnis sp. ZY10],381
2824,2686550,2686831,TRUE,CP101161.1,CP101161.1_2824,"",,,,"",,"","",transcriptional regulator [Halosegnis sp. ZY10],179
2825,2686828,2687184,FALSE,CP101161.1,CP101161.1_2825,"",,,,Bet v1-like,6.57e-17,"","",SRPBCC family protein [Halosegnis sp. ZY10],254
2826,2687296,2688171,TRUE,CP101161.1,CP101161.1_2826,"",,,,ABC_DR_subfamily_A,6.6893e-76,ABC-2 type transport system ATP-binding protein,ABC transporter [PF00005.30],ABC transporter ATP-binding protein [Halosegnis sp. ZY10],571
2827,2688168,2689958,TRUE,CP101161.1,CP101161.1_2827,"",,,,"",,"","",PrsW family intramembrane metalloprotease [Salinirubellus sp. BND22],782
2828,2689948,2690994,TRUE,CP101161.1,CP101161.1_2828,"",,,,ABC-2 family transporter protein,5.5e-15,ABC-2 type transport system permease protein,ABC-2 family transporter protein [PF12679.10],ABC transporter permease [Halosegnis sp. ZY10],621
2829,2691041,2692018,TRUE,CP101161.1,CP101161.1_2829,"",,,,AKR_EcYajO-like,0,1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-],Aldo/keto reductase family [PF00248.24]; Cupin [PF12852.10],aldo/keto reductase [Halosegnis sp. ZY10],663
2830,2692022,2692972,FALSE,CP101161.1,CP101161.1_2830,"",,,,PGF-CTERM protein-sorting domain,2.8e-07,"","",,
2831,2693081,2693731,TRUE,CP101161.1,CP101161.1_2831,"",,,,HTH DNA binding domain,6.3e-18,"","",helix-turn-helix domain-containing protein [Halosegnis sp. ZY10],419
2832,2693795,2694664,TRUE,CP101161.1,CP101161.1_2832,"",,,,"",,"","",,
2833,2694689,2695177,FALSE,CP101161.1,CP101161.1_2833,"",,,,"",,"","",,
2834,2695227,2695727,FALSE,CP101161.1,CP101161.1_2834,"",,,,"Leucine Aminopeptidase, subunit E, domain 1",1.3e-43,"","",macro domain-containing protein [Halosegnis sp. ZY10],305
2835,2695818,2696228,TRUE,CP101161.1,CP101161.1_2835,"",,,,"",,"","",,
2836,2696230,2697048,TRUE,CP101161.1,CP101161.1_2836,"",,,,Carbohydrate phosphatase,2.09e-44,"","",inositol monophosphatase [Halosegnis sp. ZY10],513
2837,2697100,2697819,TRUE,CP101161.1,CP101161.1_2837,"",,,,Uncharacterized conserved protein (COG2071),7.5e-76,uncharacterized protein,Uncharacterized conserved protein (COG2071) [PF09844.12],DUF2071 domain-containing protein [Halosegnis sp. ZY10],498
2838,2697848,2698426,TRUE,CP101161.1,CP101161.1_2838,"",,,,UPF0699 TRANSMEMBRANE PROTEIN YDBS,1.2e-28,uncharacterized protein,Bacterial PH domain [PF03703.17],PH domain-containing protein [Halosegnis sp. ZY10],368
2839,2698423,2699871,TRUE,CP101161.1,CP101161.1_2839,"",,,,UCP026631,1.6e-87,putative membrane protein,Bacterial PH domain [PF03703.17],PH domain-containing protein [Halosegnis sp. ZY10],890
2840,2699935,2700519,TRUE,CP101161.1,CP101161.1_2840,"",,,,"HYPOTHETICAL MEMBRANE PROTEIN, CONSERVED, DUF998 FAMILY",1e-18,"","",DUF998 domain-containing protein [Halosegnis sp. ZY10],375
2841,2700760,2701644,FALSE,CP101161.1,CP101161.1_2841,"",,,,NAD(P)-binding Rossmann-fold domains,8.26e-97,UDP-glucose 4-epimerase [EC:5.1.3.2],"GDP-mannose 4,6 dehydratase [PF16363.8]; NAD dependent epimerase/dehydratase family [PF01370.24]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; RmlD substrate binding domain [PF04321.20]; Polysaccharide biosynthesis protein [PF02719.18]; Male sterility protein [PF07993.15]; NmrA-like family [PF05368.16]; NAD(P)H-binding [PF13460.9]; short chain dehydrogenase [PF00106.28]; KR domain [PF08659.13]",NAD-dependent epimerase/dehydratase family protein [Halosegnis sp. ZY10],564
2842,2701767,2702774,FALSE,CP101161.1,CP101161.1_2842,"",,,,DPM_DPG-synthase_like,3.92819e-43,"","",glycosyltransferase family 2 protein [Halosegnis sp. ZY10],620
2843,2703253,2704575,TRUE,CP101161.1,CP101161.1_2843,"",,,,Pectin lyase-like,4.52e-12,"","",twin-arginine translocation signal domain-containing protein [Haloglomus sp. DT116],347
2844,2704642,2706399,TRUE,CP101161.1,CP101161.1_2844,"",,,,ASPARAGINE SYNTHETASE (GLUTAMINE-HYDROLYZING),1.8e-23,asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4],Asparagine synthase [PF00733.24]; Glutamine amidotransferase domain [PF13537.9],asparagine synthetase B family protein [Halosegnis sp. ZY10],1170
2845,2706359,2707444,FALSE,CP101161.1,CP101161.1_2845,"",,,,Acyl-CoA N-acyltransferases (Nat),3.36e-21,"","",GNAT family N-acetyltransferase [Halosegnis sp. ZY10],733
2846,2707517,2708575,FALSE,CP101161.1,CP101161.1_2846,"",,,,Acyl-CoA N-acyltransferases (Nat),1.64e-27,uncharacterized protein,Acetyltransferase (GNAT) domain [PF13480.10]; Peptidogalycan biosysnthesis/recognition [PF04339.15]; FemAB family [PF02388.19],GNAT family N-acetyltransferase [Halosegnis sp. ZY10],707
2847,2708581,2710200,FALSE,CP101161.1,CP101161.1_2847,"",,,,"Alkaline Phosphatase, subunit A",3.2e-46,"","",alkaline phosphatase family protein [Halosegnis sp. ZY10],1093
2848,2710638,2712398,TRUE,CP101161.1,CP101161.1_2848,"",,,,Pectin lyase-like,1.98e-07,"","",right-handed parallel beta-helix repeat-containing protein [Natronomonas gomsonensis],242
2849,2712597,2713367,TRUE,CP101161.1,CP101161.1_2849,"",,,,"",,"","",,
2850,2713370,2714410,FALSE,CP101161.1,CP101161.1_2850,"",,,,PLP-dependent transferases,1.56e-21,"","",DegT/DnrJ/EryC1/StrS family aminotransferase [Halosegnis sp. ZY10],682
2851,2714611,2716080,FALSE,CP101161.1,CP101161.1_2851,"",,,,PST FAMILY PREDICTED COLANIC ACID TRANSPORTER,6.2e-69,"","",flippase [Halosegnis sp. ZY10],880
2852,2716093,2717829,FALSE,CP101161.1,CP101161.1_2852,"",,,,"",,"","",,
2853,2717989,2719032,FALSE,CP101161.1,CP101161.1_2853,"",,,,UDP-Glycosyltransferase/glycogen phosphorylase,2.15e-36,"","",glycosyltransferase [Halosegnis sp. ZY10],692
2854,2719029,2720375,FALSE,CP101161.1,CP101161.1_2854,"",,,,UDP_ManNAc_DH,0,UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.136 1.1.1.-],"UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain [PF03721.17]; UDP-glucose/GDP-mannose dehydrogenase family, central domain [PF00984.22]; UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain [PF03720.18]; NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.18]",nucleotide sugar dehydrogenase [Halosegnis sp. ZY10],873
2855,2720613,2721245,FALSE,CP101161.1,CP101161.1_2855,"",,,,LmbE-like,1.15e-47,N-acetylglucosamine malate deacetylase 1 [EC:3.5.1.-],GlcNAc-PI de-N-acetylase [PF02585.20],PIG-L family deacetylase [Halosegnis sp. ZY10],426
2856,2721242,2722207,FALSE,CP101161.1,CP101161.1_2856,"",,,,ATP-grasp in the biosynthetic pathway with Ter operon,1.2e-32,"","",ATP-grasp domain-containing protein [Halosegnis sp. ZY10],638
2857,2722186,2722842,FALSE,CP101161.1,CP101161.1_2857,"",,,,PHP domain-like,2.35e-31,"","",PHP domain-containing protein [Halosegnis sp. ZY10],439
2858,2722835,2723944,FALSE,CP101161.1,CP101161.1_2858,"",,,,UCP005357,9.3e-68,uncharacterized protein,Protein of unknown function (DUF354) [PF04007.15],DUF354 domain-containing protein [Halosegnis sp. ZY10],734
2859,2723941,2724909,FALSE,CP101161.1,CP101161.1_2859,"",,,,Protein of unknown function (DUF1616),4e-90,"","",DUF1616 domain-containing protein [Halosegnis sp. ZY10],611
2860,2725169,2725732,FALSE,CP101161.1,CP101161.1_2860,"",,,,"LexA-binding, inner membrane-associated putative hydrolase",9.4e-08,"","",metal-dependent hydrolase [Halosegnis sp. ZY10],389
2861,2726040,2726963,TRUE,CP101161.1,CP101161.1_2861,"",,,,Glycoside hydrolase/deacetylase,3.1e-32,"","",polysaccharide deacetylase family protein [Halosegnis sp. ZY10],636
2862,2727708,2727824,TRUE,CP101161.1,CP101161.1_2862,"",,,,"",,"","",,
2863,2727863,2728138,FALSE,CP101161.1,CP101161.1_2863,"",,,,"""""""""Winged helix"""""""" DNA-binding domain",2.01e-11,"","",winged helix-turn-helix domain-containing protein [Halosegnis sp. ZY10],178
2864,2728498,2728794,TRUE,CP101161.1,CP101161.1_2864,"",,,,Halobacterial output domain 1,1.5e-19,"","",,
2865,2728817,2729335,FALSE,CP101161.1,CP101161.1_2865,"",,,,"",,"","",helix-turn-helix domain-containing protein [Halosegnis sp. ZY10],334
2866,2730095,2730679,TRUE,CP101161.1,CP101161.1_2866,"",,,,"",,"","",,
2867,2730912,2732726,TRUE,CP101161.1,CP101161.1_2867,"",,,,"GLUCOSAMINE--FRUCTOSE-6-PHOSPHATE AMINOTRANSFERASE, ISOMERIZING",0,glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16],Glutamine amidotransferase domain [PF13522.9]; SIS domain [PF01380.25]; Glutamine amidotransferase domain [PF13537.9],glutamine--fructose-6-phosphate transaminase (isomerizing) [Halosegnis sp. ZY10],1158
2868,2733004,2733618,TRUE,CP101161.1,CP101161.1_2868,"",,,,"",,"","",,
2869,2733656,2734255,FALSE,CP101161.1,CP101161.1_2869,"",,,,"",,"","",,
2870,2734479,2734694,FALSE,CP101161.1,CP101161.1_2870,"",,,,"",,"","",,
2871,2735403,2735702,TRUE,CP101161.1,CP101161.1_2871,"",,,,"",,"","",,
2872,2735747,2736385,TRUE,CP101161.1,CP101161.1_2872,"",,,,"",,"","",,
2873,2736466,2738397,TRUE,CP101161.1,CP101161.1_2873,"",,,,"MYOSIN HEAVY CHAIN, NON-MUSCLE",2.5e-14,"","",AAA family ATPase [Natrinema pallidum],338
2874,2738941,2739258,TRUE,CP101161.1,CP101161.1_2874,"",,,,Halobacterial output domain 1,1.1e-21,"","",,
2875,2739346,2740137,TRUE,CP101161.1,CP101161.1_2875,"",,,,"",,"","",,
2876,2740204,2741856,FALSE,CP101161.1,CP101161.1_2876,"",,,,POTASSIUM CHANNEL PROTEIN 2-RELATED-RELATED,9.2e-98,voltage-gated potassium channel,TrkA-N domain [PF02254.21]; TrkA-C domain [PF02080.24],NAD-binding protein [Halosegnis sp. ZY10],1028
2877,2741979,2744399,TRUE,CP101161.1,CP101161.1_2877,"",,,,Pen_acylase,0,penicillin G amidase [EC:3.5.1.11],Penicillin amidase [PF01804.21],penicillin acylase family protein [Halosegnis sp. ZY10],1630
2878,2744399,2744743,TRUE,CP101161.1,CP101161.1_2878,"",,,,"",,"","",,
2879,2744788,2745567,TRUE,CP101161.1,CP101161.1_2879,"",,,,HAD-like,1.58e-59,"","",HAD-IIA family hydrolase [Halosegnis sp. ZY10],520
2880,2745568,2748420,FALSE,CP101161.1,CP101161.1_2880,"",,,,"Glutamine Phosphoribosylpyrophosphate, subunit 1, domain 1",4.7e-120,"","",penicillin acylase family protein [Halosegnis sp. ZY10],1894
2881,2748672,2748851,TRUE,CP101161.1,CP101161.1_2881,"",,,,"",,"","",,
2882,2748891,2750138,TRUE,CP101161.1,CP101161.1_2882,"",,,,"ribulose bisphosphate carboxylase, type III",0,ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39],"Ribulose bisphosphate carboxylase large chain, catalytic domain [PF00016.23]; Ribulose bisphosphate carboxylase large chain, N-terminal domain [PF02788.19]",type III ribulose-bisphosphate carboxylase [Halosegnis sp. ZY10],833
2883,2750151,2750795,FALSE,CP101161.1,CP101161.1_2883,"",,,,Endosomal/lysosomal potassium channel TMEM175,5.6e-27,TMEM175 potassium channel family protein,Endosomal/lysosomal potassium channel TMEM175 [PF06736.14],TMEM175 family protein [Halosegnis sp. ZY10],394
2884,2750844,2752634,FALSE,CP101161.1,CP101161.1_2884,"",,,,ACYL-COA DEHYDROGENASE,0,"","",acyl-CoA dehydrogenase family protein [Halosegnis sp. ZY10],1175
2885,2752779,2753585,TRUE,CP101161.1,CP101161.1_2885,"",,,,ClpP/crotonase,2.3e-65,"","",enoyl-CoA hydratase-related protein [Halosegnis sp. ZY10],511
2886,2753622,2754506,TRUE,CP101161.1,CP101161.1_2886,"",,,,Aldolase class I,1.3e-92,3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247],beta-keto acid cleavage enzyme [PF05853.15],3-keto-5-aminohexanoate cleavage protein [Halosegnis sp. ZY10],586
2887,2754507,2755784,FALSE,CP101161.1,CP101161.1_2887,"",,,,MFS general substrate transporter,2.62e-46,"","",MFS transporter [Halosegnis sp. ZY10],798
2888,2755966,2757132,FALSE,CP101161.1,CP101161.1_2888,"",,,,ACAD,3.22195e-87,"","",acyl-CoA dehydrogenase family protein [Halosegnis sp. ZY10],783
2889,2757301,2758998,TRUE,CP101161.1,CP101161.1_2889,"",,,,"ACETYL, PROPIONYL, PYRUVATE, AND GLUTACONYL CARBOXYLASE-RELATED",0,"","",acyl-CoA carboxylase subunit beta [Halosegnis sp. ZY10],1110
2890,2759158,2759409,TRUE,CP101161.1,CP101161.1_2890,"",,,,MTH865-like family,4.5e-32,"","",MTH865 family protein [Halosegnis sp. ZY10],172
2891,2759683,2759937,TRUE,CP101161.1,CP101161.1_2891,"",,,,"",,"","",,
2892,2759947,2761539,FALSE,CP101161.1,CP101161.1_2892,"",,,,Acetyl-CoA synthetase-like,1.07e-147,"","",class I adenylate-forming enzyme family protein [Halosegnis sp. ZY10],1047
2893,2761638,2762126,FALSE,CP101161.1,CP101161.1_2893,"",,,,"LexA-binding, inner membrane-associated putative hydrolase",7.2e-18,inner membrane protein,"LexA-binding, inner membrane-associated putative hydrolase [PF04307.17]",metal-dependent hydrolase [Halosegnis sp. ZY10],313
2894,2762210,2762332,TRUE,CP101161.1,CP101161.1_2894,"",,,,"",,"","",,
2895,2762359,2762928,TRUE,CP101161.1,CP101161.1_2895,"",,,,AhpD-like,5.1e-55,"","",peroxidase-related enzyme [Halosegnis sp. ZY10],380
2896,2762929,2763594,FALSE,CP101161.1,CP101161.1_2896,"",,,,Domain of unknown function (DUF4396),1.6e-28,"","",DUF4396 domain-containing protein [Halosegnis sp. ZY10],426
2897,2763750,2766314,TRUE,CP101161.1,CP101161.1_2897,"",,,,C1.7: P-type atpase like,0,P-type Cu+ transporter [EC:7.2.2.8],haloacid dehalogenase-like hydrolase [PF00702.29]; E1-E2 ATPase [PF00122.23]; Heavy-metal-associated domain [PF00403.29]; haloacid dehalogenase-like hydrolase [PF12710.10],heavy metal translocating P-type ATPase [Halosegnis sp. ZY10],1580
2898,2766358,2766627,TRUE,CP101161.1,CP101161.1_2898,"",,,,"",,"","",,
2899,2766624,2768240,FALSE,CP101161.1,CP101161.1_2899,"",,,,HMG-CoA_reductase_classI,0,hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34],Hydroxymethylglutaryl-coenzyme A reductase [PF00368.21],hydroxymethylglutaryl-CoA reductase [Halosegnis sp. ZY10],1049
2900,2768566,2769237,TRUE,CP101161.1,CP101161.1_2900,"",,,,Predicted integral membrane protein (DUF2270),5.8e-71,"","",DUF2270 domain-containing protein [Halosegnis sp. ZY10],467
2901,2769282,2770406,TRUE,CP101161.1,CP101161.1_2901,"",,,,POD-like_MBL-fold,8.84039e-67,"","",rhodanese-like domain-containing protein [Halosegnis sp. ZY10],743
2902,2770407,2771930,FALSE,CP101161.1,CP101161.1_2902,"",,,,SLR1343 PROTEIN,0,(6-4)DNA photolyase [EC:4.1.99.13],Deoxyribodipyrimidine photo-lyase-related protein [PF04244.16]; FAD binding domain of DNA photolyase [PF03441.17],cryptochrome/photolyase family protein [Halosegnis sp. ZY10],1059
