gene_id	gene_length	DB	annotation	hit_start	hit_end	evalue	contig	orf
NZ_RJJW01000001.1_303	147	Gene3D	Jelly Rolls	1	111	4.4e-18	NZ_RJJW01000001.1	303
NZ_RJJW01000001.1_176	165	PANTHER	NICKEL-RESPONSIVE REGULATOR	1	133	5.2e-34	NZ_RJJW01000001.1	176
NZ_RJJW01000001.1_176	165	Pfam	NikR C terminal nickel binding domain	54	129	3.2e-20	NZ_RJJW01000001.1	176
NZ_RJJW01000001.1_176	165	SUPERFAMILY	ACT-like	52	133	1.53e-19	NZ_RJJW01000001.1	176
NZ_RJJW01000001.1_176	165	CDD	RHH_NikR_HicB-like	2	45	5.20536e-14	NZ_RJJW01000001.1	176
NZ_RJJW01000001.1_176	165	Pfam	Ribbon-helix-helix protein, copG family	4	40	9.8e-06	NZ_RJJW01000001.1	176
NZ_RJJW01000001.1_176	165	SUPERFAMILY	Ribbon-helix-helix	1	44	3.56e-09	NZ_RJJW01000001.1	176
NZ_RJJW01000001.1_384	218	PANTHER	MULTIFUNCTIONAL TRYPTOPHAN BIOSYNTHESIS PROTEIN-RELATED	25	216	2.2e-65	NZ_RJJW01000001.1	384
NZ_RJJW01000001.1_384	218	PRINTS	Anthranilate synthase component II signature	30	44	4.1e-33	NZ_RJJW01000001.1	384
NZ_RJJW01000001.1_384	218	PRINTS	Anthranilate synthase component II signature	75	84	4.1e-33	NZ_RJJW01000001.1	384
NZ_RJJW01000001.1_384	218	PRINTS	Anthranilate synthase component II signature	99	110	4.1e-33	NZ_RJJW01000001.1	384
NZ_RJJW01000001.1_384	218	PRINTS	Anthranilate synthase component II signature	124	132	4.1e-33	NZ_RJJW01000001.1	384
NZ_RJJW01000001.1_384	218	PRINTS	Anthranilate synthase component II signature	144	156	4.1e-33	NZ_RJJW01000001.1	384
NZ_RJJW01000001.1_384	218	PRINTS	Anthranilate synthase component II signature	191	204	4.1e-33	NZ_RJJW01000001.1	384
NZ_RJJW01000001.1_384	218	Pfam	Glutamine amidotransferase class-I	32	212	1.2e-43	NZ_RJJW01000001.1	384
NZ_RJJW01000001.1_384	218	CDD	GATase1_Anthranilate_Synthase	30	212	5.71717e-93	NZ_RJJW01000001.1	384
NZ_RJJW01000001.1_384	218	NCBIfam	glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase	30	213	6.2e-61	NZ_RJJW01000001.1	384
NZ_RJJW01000001.1_384	218	PRINTS	Glutamine amidotransferase superfamily signature	75	84	9.6e-15	NZ_RJJW01000001.1	384
NZ_RJJW01000001.1_384	218	PRINTS	Glutamine amidotransferase superfamily signature	99	110	9.6e-15	NZ_RJJW01000001.1	384
NZ_RJJW01000001.1_384	218	PRINTS	Glutamine amidotransferase superfamily signature	191	204	9.6e-15	NZ_RJJW01000001.1	384
NZ_RJJW01000001.1_384	218	FunFam	Anthranilate synthase component II	29	216	4.5e-67	NZ_RJJW01000001.1	384
NZ_RJJW01000001.1_384	218	SUPERFAMILY	Class I glutamine amidotransferase-like	29	216	5.35e-49	NZ_RJJW01000001.1	384
NZ_RJJW01000001.1_516	240	Gene3D	Vaccinia Virus protein VP39	6	227	3.2e-07	NZ_RJJW01000001.1	516
NZ_RJJW01000001.1_516	240	SUPERFAMILY	S-adenosyl-L-methionine-dependent methyltransferases	6	225	1.26e-10	NZ_RJJW01000001.1	516
NZ_RJJW01000001.1_104	160	Pfam	Protein of unknown function (DUF456)	21	158	1e-18	NZ_RJJW01000001.1	104
NZ_RJJW01000001.1_601	381	SUPERFAMILY	FAD/NAD(P)-binding domain	2	145	8.26e-23	NZ_RJJW01000001.1	601
NZ_RJJW01000001.1_601	381	Pfam	Pyridine nucleotide-disulphide oxidoreductase	4	307	1.3e-20	NZ_RJJW01000001.1	601
NZ_RJJW01000001.1_601	381	SUPERFAMILY	FAD/NAD(P)-binding domain	120	252	1.09e-29	NZ_RJJW01000001.1	601
NZ_RJJW01000001.1_579	276	NCBIfam	IS5 family transposase	27	272	8.5e-69	NZ_RJJW01000001.1	579
NZ_RJJW01000001.1_579	276	Pfam	Transposase DDE domain	110	270	8.3e-11	NZ_RJJW01000001.1	579
NZ_RJJW01000001.1_462	124	Pfam	AAA domain	17	119	1.9e-10	NZ_RJJW01000001.1	462
NZ_RJJW01000001.1_462	124	SUPERFAMILY	P-loop containing nucleoside triphosphate hydrolases	2	121	8.57e-16	NZ_RJJW01000001.1	462
NZ_RJJW01000001.1_462	124	CDD	AAA	1	110	3.53367e-10	NZ_RJJW01000001.1	462
NZ_RJJW01000001.1_583	277	Pfam	Family of unknown function (DUF6610)	2	189	3.8e-66	NZ_RJJW01000001.1	583
NZ_RJJW01000001.1_70	82	SUPERFAMILY	"""Winged helix"" DNA-binding domain"	11	77	7e-11	NZ_RJJW01000001.1	70
NZ_RJJW01000001.1_70	82	CDD	HTH_ARSR	11	70	2.2367e-07	NZ_RJJW01000001.1	70
NZ_RJJW01000001.1_1	171	PANTHER	VNG6097C	46	164	3.2e-14	NZ_RJJW01000001.1	1
NZ_RJJW01000001.1_1	171	Pfam	Protein of unknown function (DUF1524)	52	157	4.4e-09	NZ_RJJW01000001.1	1
NZ_RJJW01000001.1_20	311	Pfam	Cation efflux family	29	218	4.1e-43	NZ_RJJW01000001.1	20
NZ_RJJW01000001.1_20	311	NCBIfam	cation diffusion facilitator family transporter	24	293	1.8e-64	NZ_RJJW01000001.1	20
NZ_RJJW01000001.1_20	311	SUPERFAMILY	Cation efflux protein transmembrane domain-like	22	219	2.48e-45	NZ_RJJW01000001.1	20
NZ_RJJW01000001.1_20	311	Gene3D	Cation efflux protein transmembrane domain	23	217	1.3e-41	NZ_RJJW01000001.1	20
NZ_RJJW01000001.1_473	201	Pfam	MarR family	143	187	1.6e-06	NZ_RJJW01000001.1	473
NZ_RJJW01000001.1_473	201	SUPERFAMILY	"""Winged helix"" DNA-binding domain"	142	195	1.37e-06	NZ_RJJW01000001.1	473
NZ_RJJW01000001.1_47	316	SUPERFAMILY	Nucleic acid-binding proteins	31	232	1.2e-30	NZ_RJJW01000001.1	47
NZ_RJJW01000001.1_47	316	Pfam	MCM OB domain	95	217	1.5e-18	NZ_RJJW01000001.1	47
NZ_RJJW01000001.1_47	316	PANTHER	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	24	251	3.6e-26	NZ_RJJW01000001.1	47
NZ_RJJW01000001.1_47	316	FunFam	DNA helicase	121	170	4.6e-08	NZ_RJJW01000001.1	47
NZ_RJJW01000001.1_140	440	Gene3D	MFS general substrate transporter like domains	20	207	1.5e-13	NZ_RJJW01000001.1	140
NZ_RJJW01000001.1_140	440	Gene3D	MFS general substrate transporter like domains	241	429	8.2e-16	NZ_RJJW01000001.1	140
NZ_RJJW01000001.1_140	440	Pfam	Major Facilitator Superfamily	40	285	1.4e-15	NZ_RJJW01000001.1	140
NZ_RJJW01000001.1_140	440	SUPERFAMILY	MFS general substrate transporter	18	425	5.1e-46	NZ_RJJW01000001.1	140
NZ_RJJW01000001.1_140	440	PANTHER	MONOCARBOXYLATE TRANSPORTER	23	405	1.3e-28	NZ_RJJW01000001.1	140
NZ_RJJW01000001.1_203	127	Pfam	Helix-turn-helix domain	15	70	2e-10	NZ_RJJW01000001.1	203
NZ_RJJW01000001.1_203	127	SUPERFAMILY	"""Winged helix"" DNA-binding domain"	8	110	4.18e-12	NZ_RJJW01000001.1	203
NZ_RJJW01000001.1_567	219	PANTHER	BIFUNCTIONAL TH2 PROTEIN	2	213	3.3e-38	NZ_RJJW01000001.1	567
NZ_RJJW01000001.1_567	219	NCBIfam	thiaminase II	12	213	7.5e-49	NZ_RJJW01000001.1	567
NZ_RJJW01000001.1_567	219	SUPERFAMILY	Heme oxygenase-like	1	212	4.75e-70	NZ_RJJW01000001.1	567
NZ_RJJW01000001.1_567	219	Pfam	TENA/THI-4/PQQC family	12	213	1.1e-45	NZ_RJJW01000001.1	567
NZ_RJJW01000001.1_567	219	CDD	TenA_C_BhTenA-like	3	212	2.77476e-95	NZ_RJJW01000001.1	567
NZ_RJJW01000001.1_590	352	PANTHER	MEMBRANE TRANSPORTER PROTEIN HI_0806-RELATED	19	301	1.1e-47	NZ_RJJW01000001.1	590
NZ_RJJW01000001.1_590	352	Pfam	Sulfite exporter TauE/SafE	23	297	1.1e-39	NZ_RJJW01000001.1	590
NZ_RJJW01000001.1_52	419	SMART	Cdc6_C_2	331	415	1.3e-10	NZ_RJJW01000001.1	52
NZ_RJJW01000001.1_52	419	SUPERFAMILY	P-loop containing nucleoside triphosphate hydrolases	35	308	2.92e-36	NZ_RJJW01000001.1	52
NZ_RJJW01000001.1_52	419	NCBIfam	orc1/cdc6 family replication initiation protein	35	404	1.3e-111	NZ_RJJW01000001.1	52
NZ_RJJW01000001.1_52	419	Pfam	AAA domain	74	192	6.5e-13	NZ_RJJW01000001.1	52
NZ_RJJW01000001.1_52	419	FunFam	ORC1-type DNA replication protein	220	314	1.4e-24	NZ_RJJW01000001.1	52
NZ_RJJW01000001.1_52	419	Pfam	CDC6, C terminal winged helix domain	331	413	7.8e-18	NZ_RJJW01000001.1	52
NZ_RJJW01000001.1_52	419	CDD	AAA	53	222	2.18377e-08	NZ_RJJW01000001.1	52
NZ_RJJW01000001.1_52	419	CDD	Cdc6_C	324	411	2.23113e-18	NZ_RJJW01000001.1	52
NZ_RJJW01000001.1_52	419	SMART	AAA_5	74	238	1.1e-06	NZ_RJJW01000001.1	52
NZ_RJJW01000001.1_52	419	PANTHER	CELL DIVISION CONTROL PROTEIN 6-RELATED	32	378	6.7e-45	NZ_RJJW01000001.1	52
NZ_RJJW01000001.1_52	419	SUPERFAMILY	"""Winged helix"" DNA-binding domain"	316	416	1.5e-12	NZ_RJJW01000001.1	52
NZ_RJJW01000001.1_197	293	Gene3D	Multidrug efflux transporter AcrB transmembrane domain	98	289	3.4e-21	NZ_RJJW01000001.1	197
NZ_RJJW01000001.1_197	293	PANTHER	PROTEIN-EXPORT MEMBRANE PROTEIN SEC	25	286	5e-29	NZ_RJJW01000001.1	197
NZ_RJJW01000001.1_197	293	SUPERFAMILY	Multidrug efflux transporter AcrB transmembrane domain	100	286	1.96e-22	NZ_RJJW01000001.1	197
NZ_RJJW01000001.1_197	293	Pfam	Protein export membrane protein	116	287	4.2e-32	NZ_RJJW01000001.1	197
NZ_RJJW01000001.1_197	293	NCBIfam	protein translocase subunit SecF	1	292	0	NZ_RJJW01000001.1	197
NZ_RJJW01000001.1_108	134	Pfam	6-pyruvoyl tetrahydropterin synthase	10	129	1e-22	NZ_RJJW01000001.1	108
NZ_RJJW01000001.1_108	134	SUPERFAMILY	Tetrahydrobiopterin biosynthesis enzymes-like	7	129	8.89e-24	NZ_RJJW01000001.1	108
NZ_RJJW01000001.1_108	134	PANTHER	PYRUVOYL TETRAHYDROBIOPTERIN SYNTHASE	8	131	1.5e-14	NZ_RJJW01000001.1	108
NZ_RJJW01000001.1_159	140	Pfam	ThiS family	46	136	4.8e-07	NZ_RJJW01000001.1	159
NZ_RJJW01000001.1_159	140	SUPERFAMILY	MoaD/ThiS	17	133	1.54e-10	NZ_RJJW01000001.1	159
NZ_RJJW01000001.1_603	197	PANTHER	METHYLTRANSFERASE	33	180	7.2e-09	NZ_RJJW01000001.1	603
NZ_RJJW01000001.1_603	197	Gene3D	Vaccinia Virus protein VP39	11	195	5.7e-34	NZ_RJJW01000001.1	603
NZ_RJJW01000001.1_603	197	Pfam	Methyltransferase domain	39	137	1.6e-11	NZ_RJJW01000001.1	603
NZ_RJJW01000001.1_603	197	CDD	AdoMet_MTases	37	138	9.14645e-15	NZ_RJJW01000001.1	603
NZ_RJJW01000001.1_603	197	SUPERFAMILY	S-adenosyl-L-methionine-dependent methyltransferases	10	191	3.56e-27	NZ_RJJW01000001.1	603
NZ_RJJW01000001.1_148	311	Pfam	alpha/beta hydrolase fold	82	285	2.3e-66	NZ_RJJW01000001.1	148
NZ_RJJW01000001.1_148	311	SUPERFAMILY	alpha/beta-Hydrolases	35	306	5.83e-67	NZ_RJJW01000001.1	148
NZ_RJJW01000001.1_148	311	PANTHER	AB HYDROLASE SUPERFAMILY PROTEIN C4A8.06C	40	307	2.9e-38	NZ_RJJW01000001.1	148
NZ_RJJW01000001.1_148	311	Gene3D	alpha/beta hydrolase	1	305	5.9e-81	NZ_RJJW01000001.1	148
NZ_RJJW01000001.1_21	876	SFLD	C1.7: P-type atpase like	518	811	0	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	NCBIfam	HAD-IC family P-type ATPase	661	842	8.1e-39	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	NCBIfam	HAD-IC family P-type ATPase	308	565	3.8e-44	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	CDD	HMA	53	116	3.57779e-13	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	Pfam	Heavy-metal-associated domain	54	114	8e-15	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	Pfam	Heavy-metal-associated domain	125	184	1.7e-12	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	PRINTS	P-type cation-transporting ATPase superfamily signature	385	399	2.4e-25	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	PRINTS	P-type cation-transporting ATPase superfamily signature	536	550	2.4e-25	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	PRINTS	P-type cation-transporting ATPase superfamily signature	686	697	2.4e-25	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	PRINTS	P-type cation-transporting ATPase superfamily signature	709	719	2.4e-25	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	PRINTS	P-type cation-transporting ATPase superfamily signature	762	781	2.4e-25	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	PRINTS	P-type cation-transporting ATPase superfamily signature	786	798	2.4e-25	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	NCBIfam	copper ion binding protein	53	115	3.4e-11	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	Pfam	haloacid dehalogenase-like hydrolase	532	775	6.7e-46	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	NCBIfam	heavy metal translocating P-type ATPase	279	866	0	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	SUPERFAMILY	HMA, heavy metal-associated domain	121	189	8.51e-15	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	SFLD	p-type atpase	518	811	0	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	CDD	HMA	124	186	1.62442e-10	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	SUPERFAMILY	HAD-like	534	863	5.18e-54	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	SUPERFAMILY	HMA, heavy metal-associated domain	49	116	4.06e-17	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	Pfam	E1-E2 ATPase	336	516	9e-54	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	FunFam	Copper-transporting ATPase 1, putative	323	439	2.1e-38	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	SUPERFAMILY	Calcium ATPase, transmembrane domain M	285	530	3.79e-14	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	PANTHER	CADMIUM/ZINC-TRANSPORTING ATPASE HMA2-RELATED	122	868	0	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	SUPERFAMILY	Calcium ATPase, transduction domain A	338	435	6.02e-27	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_21	876	NCBIfam	cadmium family heavy metal-translocating P-type ATPase	279	589	1.3e-96	NZ_RJJW01000001.1	21
NZ_RJJW01000001.1_23	516	SUPERFAMILY	Calcium ATPase, transduction domain A	5	85	6.02e-23	NZ_RJJW01000001.1	23
NZ_RJJW01000001.1_23	516	NCBIfam	copper-translocating P-type ATPase	6	494	1.4e-153	NZ_RJJW01000001.1	23
NZ_RJJW01000001.1_23	516	Pfam	haloacid dehalogenase-like hydrolase	182	399	5.2e-43	NZ_RJJW01000001.1	23
NZ_RJJW01000001.1_23	516	NCBIfam	heavy metal translocating P-type ATPase	5	492	4.3e-164	NZ_RJJW01000001.1	23
NZ_RJJW01000001.1_23	516	NCBIfam	HAD-IC family P-type ATPase	5	465	4.9e-82	NZ_RJJW01000001.1	23
NZ_RJJW01000001.1_23	516	FunFam	Copper-transporting ATPase 1, putative	2	89	6.3e-32	NZ_RJJW01000001.1	23
NZ_RJJW01000001.1_23	516	SFLD	p-type atpase	167	435	0	NZ_RJJW01000001.1	23
NZ_RJJW01000001.1_23	516	SUPERFAMILY	HAD-like	184	490	1.33e-55	NZ_RJJW01000001.1	23
NZ_RJJW01000001.1_23	516	Pfam	E1-E2 ATPase	6	164	1.2e-45	NZ_RJJW01000001.1	23
NZ_RJJW01000001.1_23	516	PANTHER	ATP7, ISOFORM B	6	495	9.9e-166	NZ_RJJW01000001.1	23
NZ_RJJW01000001.1_23	516	SUPERFAMILY	Calcium ATPase, transmembrane domain M	87	461	3.92e-08	NZ_RJJW01000001.1	23
NZ_RJJW01000001.1_23	516	PRINTS	P-type cation-transporting ATPase superfamily signature	385	404	4.7e-28	NZ_RJJW01000001.1	23
NZ_RJJW01000001.1_23	516	PRINTS	P-type cation-transporting ATPase superfamily signature	332	342	4.7e-28	NZ_RJJW01000001.1	23
NZ_RJJW01000001.1_23	516	PRINTS	P-type cation-transporting ATPase superfamily signature	185	199	4.7e-28	NZ_RJJW01000001.1	23
NZ_RJJW01000001.1_23	516	PRINTS	P-type cation-transporting ATPase superfamily signature	408	420	4.7e-28	NZ_RJJW01000001.1	23
NZ_RJJW01000001.1_23	516	PRINTS	P-type cation-transporting ATPase superfamily signature	35	49	4.7e-28	NZ_RJJW01000001.1	23
NZ_RJJW01000001.1_23	516	PRINTS	H+-transporting ATPase (proton pump) signature	385	401	2.3e-10	NZ_RJJW01000001.1	23
NZ_RJJW01000001.1_23	516	PRINTS	H+-transporting ATPase (proton pump) signature	416	441	2.3e-10	NZ_RJJW01000001.1	23
NZ_RJJW01000001.1_23	516	PRINTS	H+-transporting ATPase (proton pump) signature	357	373	2.3e-10	NZ_RJJW01000001.1	23
NZ_RJJW01000001.1_23	516	SFLD	Haloacid Dehalogenase	167	435	0	NZ_RJJW01000001.1	23
NZ_RJJW01000001.1_173	121	NCBIfam	LWR-salt protein	5	118	1.2e-50	NZ_RJJW01000001.1	173
NZ_RJJW01000001.1_662	95	PANTHER	CLASS II AMINOTRANSFERASE/8-AMINO-7-OXONONANOATE SYNTHASE	1	86	2.9e-10	NZ_RJJW01000001.1	662
NZ_RJJW01000001.1_662	95	Gene3D	Aspartate Aminotransferase, domain 1	1	93	1.5e-32	NZ_RJJW01000001.1	662
NZ_RJJW01000001.1_662	95	Pfam	Aminotransferase class I and II	1	84	2.7e-11	NZ_RJJW01000001.1	662
NZ_RJJW01000001.1_662	95	SUPERFAMILY	PLP-dependent transferases	1	93	8.29e-21	NZ_RJJW01000001.1	662
NZ_RJJW01000001.1_50	489	Pfam	Polysaccharide biosynthesis protein	36	328	3e-20	NZ_RJJW01000001.1	50
NZ_RJJW01000001.1_50	489	Pfam	Polysaccharide biosynthesis C-terminal domain	330	466	9.7e-16	NZ_RJJW01000001.1	50
NZ_RJJW01000001.1_50	489	PANTHER	PST FAMILY PREDICTED COLANIC ACID TRANSPORTER	13	477	2.3e-47	NZ_RJJW01000001.1	50
NZ_RJJW01000001.1_90	347	PANTHER	6-PHOSPHOGLUCONOLACTONASE-RELATED	3	346	1.1e-86	NZ_RJJW01000001.1	90
NZ_RJJW01000001.1_90	347	SUPERFAMILY	C-terminal (heme d1) domain of cytochrome cd1-nitrite reductase	40	328	3.66e-30	NZ_RJJW01000001.1	90
NZ_RJJW01000001.1_90	347	Pfam	Lactonase, 7-bladed beta-propeller	8	346	7.4e-87	NZ_RJJW01000001.1	90
NZ_RJJW01000001.1_194	251	Gene3D	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A	1	241	1.3e-30	NZ_RJJW01000001.1	194
NZ_RJJW01000001.1_194	251	PANTHER	SLL1095 PROTEIN	1	199	1.2e-21	NZ_RJJW01000001.1	194
NZ_RJJW01000001.1_194	251	Pfam	Uncharacterized protein conserved in bacteria (DUF2064)	75	165	5.9e-08	NZ_RJJW01000001.1	194
NZ_RJJW01000001.1_542	183	Pfam	HNH endonuclease	115	150	2.4e-09	NZ_RJJW01000001.1	542
NZ_RJJW01000001.1_542	183	CDD	HNHc	117	149	1.09446e-06	NZ_RJJW01000001.1	542
NZ_RJJW01000001.1_106	285	SUPERFAMILY	Metallo-dependent hydrolases	9	277	1.41e-19	NZ_RJJW01000001.1	106
NZ_RJJW01000001.1_106	285	PANTHER	METAL-DEPENDENT HYDROLASE-RELATED	6	278	6.4e-98	NZ_RJJW01000001.1	106
NZ_RJJW01000001.1_106	285	PIRSF	UCP004961_hydrolase	4	279	2.7e-92	NZ_RJJW01000001.1	106
NZ_RJJW01000001.1_106	285	Pfam	TatD related DNase	11	199	2e-14	NZ_RJJW01000001.1	106
NZ_RJJW01000001.1_63	381	NCBIfam	ISH3 family transposase	40	329	1.6e-111	NZ_RJJW01000001.1	63
NZ_RJJW01000001.1_63	381	PANTHER	THIRD ORF IN TRANSPOSON ISC1160	92	381	1.5e-60	NZ_RJJW01000001.1	63
NZ_RJJW01000001.1_433	381	NCBIfam	ISH3 family transposase	40	329	1.6e-111	NZ_RJJW01000001.1	433
NZ_RJJW01000001.1_433	381	PANTHER	THIRD ORF IN TRANSPOSON ISC1160	92	381	1.5e-60	NZ_RJJW01000001.1	433
NZ_RJJW01000001.1_561	381	NCBIfam	ISH3 family transposase	40	329	1.6e-111	NZ_RJJW01000001.1	561
NZ_RJJW01000001.1_561	381	PANTHER	THIRD ORF IN TRANSPOSON ISC1160	92	381	1.5e-60	NZ_RJJW01000001.1	561
NZ_RJJW01000001.1_236	80	SMART	Sm3	7	80	4.1e-11	NZ_RJJW01000001.1	236
NZ_RJJW01000001.1_236	80	SUPERFAMILY	Sm-like ribonucleoproteins	5	78	1.12e-15	NZ_RJJW01000001.1	236
NZ_RJJW01000001.1_236	80	Pfam	LSM domain	8	79	1.2e-14	NZ_RJJW01000001.1	236
NZ_RJJW01000001.1_565	506	PANTHER	SODIUM/PROLINE SYMPORTER-RELATED	4	434	2.3e-55	NZ_RJJW01000001.1	565
NZ_RJJW01000001.1_565	506	Gene3D	Sodium/glucose cotransporter	25	479	4.4e-57	NZ_RJJW01000001.1	565
NZ_RJJW01000001.1_565	506	Pfam	Sodium:solute symporter family	36	423	1.7e-16	NZ_RJJW01000001.1	565
NZ_RJJW01000001.1_147	383	Pfam	Iron-sulfur cluster assembly protein	12	73	9.1e-08	NZ_RJJW01000001.1	147
NZ_RJJW01000001.1_147	383	CDD	Mrp_NBP35	100	310	4.91992e-99	NZ_RJJW01000001.1	147
NZ_RJJW01000001.1_147	383	SUPERFAMILY	P-loop containing nucleoside triphosphate hydrolases	100	345	1.1e-52	NZ_RJJW01000001.1	147
NZ_RJJW01000001.1_147	383	FunFam	Iron-sulfur cluster carrier protein	94	346	2.3e-82	NZ_RJJW01000001.1	147
NZ_RJJW01000001.1_147	383	Pfam	NUBPL iron-transfer P-loop NTPase	98	339	4.2e-86	NZ_RJJW01000001.1	147
NZ_RJJW01000001.1_147	383	PANTHER	IRON-SULFUR PROTEIN NUBPL	6	348	6.9e-94	NZ_RJJW01000001.1	147
NZ_RJJW01000001.1_147	383	SUPERFAMILY	Fe-S cluster assembly (FSCA) domain-like	8	74	1.54e-11	NZ_RJJW01000001.1	147
NZ_RJJW01000001.1_246	301	Pfam	UbiA prenyltransferase family	42	261	2.5e-23	NZ_RJJW01000001.1	246
NZ_RJJW01000001.1_246	301	CDD	PT_UbiA_4	26	293	1.06444e-70	NZ_RJJW01000001.1	246
NZ_RJJW01000001.1_246	301	PANTHER	CHLOROPHYLL SYNTHASE	27	250	4.3e-17	NZ_RJJW01000001.1	246
NZ_RJJW01000001.1_246	301	Gene3D	UbiA prenyltransferase	181	294	9.8e-09	NZ_RJJW01000001.1	246
NZ_RJJW01000001.1_162	131	SUPERFAMILY	"""Winged helix"" DNA-binding domain"	52	110	3.88e-08	NZ_RJJW01000001.1	162
NZ_RJJW01000001.1_266	306	SUPERFAMILY	Multidrug resistance efflux transporter EmrE	41	145	9.15e-09	NZ_RJJW01000001.1	266
NZ_RJJW01000001.1_266	306	SUPERFAMILY	Multidrug resistance efflux transporter EmrE	190	292	1.44e-12	NZ_RJJW01000001.1	266
NZ_RJJW01000001.1_266	306	PANTHER	INNER MEMBRANE TRANSPORTER	3	290	7.1e-54	NZ_RJJW01000001.1	266
NZ_RJJW01000001.1_266	306	Pfam	EamA-like transporter family	158	290	7.5e-20	NZ_RJJW01000001.1	266
NZ_RJJW01000001.1_266	306	Pfam	EamA-like transporter family	9	141	2.6e-17	NZ_RJJW01000001.1	266
NZ_RJJW01000001.1_152	183	PANTHER	L-AMINO ACID N-ACETYLTRANSFERASE	26	166	6e-12	NZ_RJJW01000001.1	152
NZ_RJJW01000001.1_152	183	CDD	NAT_SF	83	142	2.59909e-09	NZ_RJJW01000001.1	152
NZ_RJJW01000001.1_152	183	Pfam	Acetyltransferase (GNAT) family	62	159	7.7e-18	NZ_RJJW01000001.1	152
NZ_RJJW01000001.1_152	183	SUPERFAMILY	Acyl-CoA N-acyltransferases (Nat)	18	162	1.89e-28	NZ_RJJW01000001.1	152
NZ_RJJW01000001.1_163	96	Pfam	Family of unknown function (DUF6516)	17	86	1.4e-08	NZ_RJJW01000001.1	163
NZ_RJJW01000001.1_165	238	NCBIfam	ABC transporter permease	30	218	3.6e-61	NZ_RJJW01000001.1	165
NZ_RJJW01000001.1_165	238	SUPERFAMILY	MetI-like	18	229	9.94e-36	NZ_RJJW01000001.1	165
NZ_RJJW01000001.1_165	238	PANTHER	PERMEASE COMPONENT OF TUNGSTATE ABC TRANSPORTER	10	234	1.2e-57	NZ_RJJW01000001.1	165
NZ_RJJW01000001.1_165	238	Pfam	Binding-protein-dependent transport system inner membrane component	46	228	8.7e-13	NZ_RJJW01000001.1	165
NZ_RJJW01000001.1_165	238	CDD	TM_PBP2	31	222	1.58262e-09	NZ_RJJW01000001.1	165
NZ_RJJW01000001.1_242	302	Gene3D	Creatinase/methionine aminopeptidase superfamily	17	285	1.8e-73	NZ_RJJW01000001.1	242
NZ_RJJW01000001.1_242	302	NCBIfam	type II methionyl aminopeptidase	8	294	5.8e-86	NZ_RJJW01000001.1	242
NZ_RJJW01000001.1_242	302	PRINTS	Methionine aminopeptidase-1 signature	60	73	1.1e-13	NZ_RJJW01000001.1	242
NZ_RJJW01000001.1_242	302	PRINTS	Methionine aminopeptidase-1 signature	84	100	1.1e-13	NZ_RJJW01000001.1	242
NZ_RJJW01000001.1_242	302	PRINTS	Methionine aminopeptidase-1 signature	150	162	1.1e-13	NZ_RJJW01000001.1	242
NZ_RJJW01000001.1_242	302	PRINTS	Methionine aminopeptidase-1 signature	181	193	1.1e-13	NZ_RJJW01000001.1	242
NZ_RJJW01000001.1_242	302	SUPERFAMILY	"""Winged helix"" DNA-binding domain"	200	270	1.9e-11	NZ_RJJW01000001.1	242
NZ_RJJW01000001.1_242	302	SUPERFAMILY	Creatinase/aminopeptidase	7	294	6.41e-54	NZ_RJJW01000001.1	242
NZ_RJJW01000001.1_242	302	PANTHER	METHIONINE AMINOPEPTIDASE 2	6	295	1.2e-58	NZ_RJJW01000001.1	242
NZ_RJJW01000001.1_242	302	Pfam	Metallopeptidase family M24	13	286	1.5e-38	NZ_RJJW01000001.1	242
