	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
JAJCVI010000002.1_JAJCVI010000002.1_346	JAJCVI010000002.1	JAJCVI010000002.1	346	346096	347595	-1	C	K01881	prolyl-tRNA synthetase [EC:6.1.1.15]								tRNA synthetase class II core domain (G, H, P, S and T) [PF00587.28]; Prolyl-tRNA synthetase, C-terminal [PF09180.14]; Anticodon binding domain [PF03129.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_347	JAJCVI010000002.1	JAJCVI010000002.1	347	347682	348302	-1	C	K03574	8-oxo-dGTP diphosphatase [EC:3.6.1.55]								NUDIX domain [PF00293.31]					0
JAJCVI010000002.1_JAJCVI010000002.1_348	JAJCVI010000002.1	JAJCVI010000002.1	348	348385	348846	-1	D										Protein of unknown function, DUF488 [PF04343.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_349	JAJCVI010000002.1	JAJCVI010000002.1	349	348876	349742	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_350	JAJCVI010000002.1	JAJCVI010000002.1	350	349827	350333	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_351	JAJCVI010000002.1	JAJCVI010000002.1	351	350635	352554	1	C	K07041	uncharacterized protein								Metallo-beta-lactamase superfamily domain [PF16661.8]; Beta-Casp domain [PF10996.11]; KH domain [PF17214.6]; Beta-lactamase superfamily domain [PF12706.10]; Metallo-beta-lactamase superfamily [PF00753.30]; Zn-dependent metallo-hydrolase RNA specificity domain [PF07521.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_352	JAJCVI010000002.1	JAJCVI010000002.1	352	352597	354234	-1	D										Flavin containing amine oxidoreductase [PF01593.27]; NAD(P)-binding Rossmann-like domain [PF13450.9]; Flavin-binding monooxygenase-like [PF00743.22]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.30]; FAD binding domain [PF01494.22]; FAD dependent oxidoreductase [PF01266.27]; HI0933-like protein [PF03486.17]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_353	JAJCVI010000002.1	JAJCVI010000002.1	353	354375	354728	1	C	K09005	uncharacterized protein								Uncharacterized ACR, COG1430 [PF02643.18]					0
JAJCVI010000002.1_JAJCVI010000002.1_354	JAJCVI010000002.1	JAJCVI010000002.1	354	355004	356008	-1	C	K03124	transcription initiation factor TFIIB								Transcription factor TFIIB repeat [PF00382.22]; TFIIB zinc-binding [PF08271.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_355	JAJCVI010000002.1	JAJCVI010000002.1	355	356149	357261	-1	D			MER0026555	M48B	MER0026555 - subfamily M48B unassigned peptidases (Halobacterium sp. NRC-1) [M48.UPB]#M48B#{peptidase unit: 205-350}~source CAP13222~	False	0.356	88.0	6.86e-17	Peptidase family M48 [PF01435.21]					0
JAJCVI010000002.1_JAJCVI010000002.1_356	JAJCVI010000002.1	JAJCVI010000002.1	356	357465	357752	1	D										Protein of unknown function (DUF2892) [PF11127.11]					0
JAJCVI010000002.1_JAJCVI010000002.1_357	JAJCVI010000002.1	JAJCVI010000002.1	357	358288	359238	1	C	K03924	MoxR-like ATPase [EC:3.6.3.-]								ATPase family associated with various cellular activities (AAA) [PF07726.14]; AAA domain (dynein-related subfamily) [PF07728.17]; AAA lid domain [PF17863.4]; MoxR domain in the MoxR-vWA-beta-propeller ternary systems [PF20030.2]; Sigma-54 interaction domain [PF00158.29]; MCM P-loop domain [PF00493.26]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_358	JAJCVI010000002.1	JAJCVI010000002.1	358	359323	359535	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_359	JAJCVI010000002.1	JAJCVI010000002.1	359	359634	360218	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_360	JAJCVI010000002.1	JAJCVI010000002.1	360	360215	361624	-1	D										Protein of unknown function DUF58 [PF01882.21]; Domain of unknown function DUF11 [PF01345.21]					0
JAJCVI010000002.1_JAJCVI010000002.1_361	JAJCVI010000002.1	JAJCVI010000002.1	361	361621	362184	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_362	JAJCVI010000002.1	JAJCVI010000002.1	362	362181	363146	-1	D										Domain of unknown function (DUF4129) [PF13559.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_363	JAJCVI010000002.1	JAJCVI010000002.1	363	363246	364214	-1	D										Domain of unknown function (DUF4129) [PF13559.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_364	JAJCVI010000002.1	JAJCVI010000002.1	364	364301	364933	-1	D										Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF00903.28]					0
JAJCVI010000002.1_JAJCVI010000002.1_365	JAJCVI010000002.1	JAJCVI010000002.1	365	365097	365630	1	C	K07038	inner membrane protein								LexA-binding, inner membrane-associated putative hydrolase [PF04307.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_366	JAJCVI010000002.1	JAJCVI010000002.1	366	365847	368141	1	D										Type II/IV secretion system protein [PF00437.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_367	JAJCVI010000002.1	JAJCVI010000002.1	367	368138	370012	1	C	K07333	archaeal flagellar protein FlaJ													0
JAJCVI010000002.1_JAJCVI010000002.1_368	JAJCVI010000002.1	JAJCVI010000002.1	368	370009	370755	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_369	JAJCVI010000002.1	JAJCVI010000002.1	369	370752	371321	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_370	JAJCVI010000002.1	JAJCVI010000002.1	370	371322	372032	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_371	JAJCVI010000002.1	JAJCVI010000002.1	371	372025	372477	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_372	JAJCVI010000002.1	JAJCVI010000002.1	372	372474	373022	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_373	JAJCVI010000002.1	JAJCVI010000002.1	373	373056	374189	-1	C	K03799	heat shock protein HtpX [EC:3.4.24.-]	MER0301105	M48B	MER0301105 - HtpX-2 peptidase (Halorubrum californiense) [M48.004]#M48B#{peptidase unit: 130-370}~source ZP_21610392~	False	0.387	183.0	1.493e-48	Peptidase family M48 [PF01435.21]; BlaR1 peptidase M56 [PF05569.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_374	JAJCVI010000002.1	JAJCVI010000002.1	374	374263	375324	-1	C	K23356	HTH-type transcriptional regulator, sugar sensing transcriptional regulator								Archaeal transcriptional regulator TrmB [PF11495.11]; Sugar-specific transcriptional regulator TrmB [PF01978.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_375	JAJCVI010000002.1	JAJCVI010000002.1	375	375518	377587	1	C	K01178	glucoamylase [EC:3.2.1.3]								Glycosyl hydrolases family 15 [PF00723.24]	GH15	GH15 glucoamylase (EC 3.2.1.3); glucodextranase (EC 3.2.1.70); alpha,alpha-trehalase (EC 3.2.1.28); dextran dextrinase (EC 2.4.1.2)	3.2.1.205,3.2.1.28,3.2.1.3,3.2.1.70	GH15.hmm	0
JAJCVI010000002.1_JAJCVI010000002.1_376	JAJCVI010000002.1	JAJCVI010000002.1	376	377730	378857	-1	C	K10112	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]								ABC transporter [PF00005.30]; MalK OB fold domain [PF17912.4]; TOBE domain [PF08402.13]					0
JAJCVI010000002.1_JAJCVI010000002.1_377	JAJCVI010000002.1	JAJCVI010000002.1	377	378962	381712	1	C	K01178	glucoamylase [EC:3.2.1.3]								Glycosyl hydrolases family 15 [PF00723.24]; Glucodextranase, domain N [PF09137.14]	GH15	GH15 glucoamylase (EC 3.2.1.3); glucodextranase (EC 3.2.1.70); alpha,alpha-trehalase (EC 3.2.1.28); dextran dextrinase (EC 2.4.1.2)	3.2.1.205,3.2.1.28,3.2.1.3,3.2.1.70	GH15.hmm	0
JAJCVI010000002.1_JAJCVI010000002.1_378	JAJCVI010000002.1	JAJCVI010000002.1	378	382012	383346	1	D										Bacterial extracellular solute-binding protein [PF13416.9]; Bacterial extracellular solute-binding protein [PF01547.28]					0
JAJCVI010000002.1_JAJCVI010000002.1_379	JAJCVI010000002.1	JAJCVI010000002.1	379	383351	384307	1	D										Binding-protein-dependent transport system inner membrane component [PF00528.25]					0
JAJCVI010000002.1_JAJCVI010000002.1_380	JAJCVI010000002.1	JAJCVI010000002.1	380	384304	385383	1	D										Binding-protein-dependent transport system inner membrane component [PF00528.25]					0
JAJCVI010000002.1_JAJCVI010000002.1_381	JAJCVI010000002.1	JAJCVI010000002.1	381	385722	386063	1	D										Family of unknown function (DUF6176) [PF19673.2]					0
JAJCVI010000002.1_JAJCVI010000002.1_382	JAJCVI010000002.1	JAJCVI010000002.1	382	386244	388115	-1	D										PAS domain [PF13426.10]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; His Kinase A (phospho-acceptor) domain [PF00512.28]; PAS fold [PF00989.28]; PAS fold [PF08447.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_383	JAJCVI010000002.1	JAJCVI010000002.1	383	388272	389147	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_384	JAJCVI010000002.1	JAJCVI010000002.1	384	389227	389910	1	D										HTH DNA binding domain [PF04967.15]; GAF and HTH_10 associated domain [PF15915.8]					0
JAJCVI010000002.1_JAJCVI010000002.1_385	JAJCVI010000002.1	JAJCVI010000002.1	385	390003	390368	1	D										Halobacterial output domain 1 [PF18545.4]					0
JAJCVI010000002.1_JAJCVI010000002.1_386	JAJCVI010000002.1	JAJCVI010000002.1	386	390385	391965	1	D										Protein of unknown function (DUF3179) [PF11376.11]; Response regulator receiver domain [PF00072.27]					0
JAJCVI010000002.1_JAJCVI010000002.1_387	JAJCVI010000002.1	JAJCVI010000002.1	387	391982	392578	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_388	JAJCVI010000002.1	JAJCVI010000002.1	388	392617	393378	-1	D										Sensory domain in DIguanylate Cyclases and Two-component system [PF10069.12]					0
JAJCVI010000002.1_JAJCVI010000002.1_389	JAJCVI010000002.1	JAJCVI010000002.1	389	393515	394060	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_390	JAJCVI010000002.1	JAJCVI010000002.1	390	394057	394833	-1	C	K03609	septum site-determining protein MinD								NUBPL iron-transfer P-loop NTPase [PF10609.12]; AAA domain [PF13614.9]; Cellulose biosynthesis protein BcsQ [PF06564.15]; 4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family [PF00142.21]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26]; VirC1 protein [PF07015.14]; ATPase MipZ [PF09140.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_391	JAJCVI010000002.1	JAJCVI010000002.1	391	395286	395939	1	D										SatD family (SatD) [PF16264.8]					0
JAJCVI010000002.1_JAJCVI010000002.1_392	JAJCVI010000002.1	JAJCVI010000002.1	392	395933	396385	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_393	JAJCVI010000002.1	JAJCVI010000002.1	393	396449	397255	-1	C	K08260	adenosylcobinamide hydrolase [EC:3.5.1.90]								Adenosylcobinamide amidohydrolase [PF01955.21]					0
JAJCVI010000002.1_JAJCVI010000002.1_394	JAJCVI010000002.1	JAJCVI010000002.1	394	397252	398322	-1	C	K04720	threonine-phosphate decarboxylase [EC:4.1.1.81]								Aminotransferase class I and II [PF00155.24]; Cys/Met metabolism PLP-dependent enzyme [PF01053.23]; Aminotransferase class-V [PF00266.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_395	JAJCVI010000002.1	JAJCVI010000002.1	395	398350	399381	-1	D										Phosphoribosyltransferase [PF02277.20]					0
JAJCVI010000002.1_JAJCVI010000002.1_396	JAJCVI010000002.1	JAJCVI010000002.1	396	399378	399977	-1	C	K19712	adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.7.62]								MobA-like NTP transferase domain [PF12804.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_397	JAJCVI010000002.1	JAJCVI010000002.1	397	399977	400813	-1	C	K02233	adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]								Cobalamin-5-phosphate synthase [PF02654.18]					0
JAJCVI010000002.1_JAJCVI010000002.1_398	JAJCVI010000002.1	JAJCVI010000002.1	398	400810	401745	-1	C	K02227	adenosylcobinamide-phosphate synthase [EC:6.3.1.10]								CobD/Cbib protein [PF03186.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_399	JAJCVI010000002.1	JAJCVI010000002.1	399	401742	402422	-1	D										Haloacid dehalogenase-like hydrolase [PF13419.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_400	JAJCVI010000002.1	JAJCVI010000002.1	400	402698	403702	1	C	K14168	cytoplasmic tRNA 2-thiolation protein 1 [EC:2.7.7.-]								PP-loop family [PF01171.23]; tRNA methyl transferase HUP domain [PF03054.19]; Phosphoadenosine phosphosulfate reductase family [PF01507.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_401	JAJCVI010000002.1	JAJCVI010000002.1	401	403862	405073	-1	C	K03531	cell division protein FtsZ								FtsZ family, C-terminal domain [PF12327.11]; Tubulin/FtsZ family, GTPase domain [PF00091.28]					0
JAJCVI010000002.1_JAJCVI010000002.1_402	JAJCVI010000002.1	JAJCVI010000002.1	402	405076	405249	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_403	JAJCVI010000002.1	JAJCVI010000002.1	403	405482	406081	-1	D										Double zinc ribbon [PF12773.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_404	JAJCVI010000002.1	JAJCVI010000002.1	404	406515	407852	-1	D										Clostridial binary toxin B/anthrax toxin PA Ca-binding domain [PF03495.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_405	JAJCVI010000002.1	JAJCVI010000002.1	405	407972	408427	1	D										Domain of unknown function (DUF4442) [PF14539.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_406	JAJCVI010000002.1	JAJCVI010000002.1	406	408528	409178	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_407	JAJCVI010000002.1	JAJCVI010000002.1	407	409379	410476	-1	C	K19689	aminopeptidase [EC:3.4.11.-]	MER0294302	M29	MER0294302 - family M29 non-peptidase homologues (Haladaptatus paucihalophilus) [M29.UNW]#M29#{peptidase unit: 9-346}~source ZP_08046143~	True	0.702	477.0	7.506e-150	Thermophilic metalloprotease (M29) [PF02073.18]					0
JAJCVI010000002.1_JAJCVI010000002.1_408	JAJCVI010000002.1	JAJCVI010000002.1	408	410540	411403	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_409	JAJCVI010000002.1	JAJCVI010000002.1	409	411500	412258	-1	D										ubiE/COQ5 methyltransferase family [PF01209.21]; Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF13847.9]; Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF13649.9]; Methyltransferase small domain [PF05175.17]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.22]; Methyltransferase domain [PF08242.15]; Methionine biosynthesis protein MetW [PF07021.15]; Protein of unknown function (DUF1698) [PF08003.14]; Ribosomal protein L11 methyltransferase (PrmA) [PF06325.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_410	JAJCVI010000002.1	JAJCVI010000002.1	410	412385	413455	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_411	JAJCVI010000002.1	JAJCVI010000002.1	411	413646	414557	-1	C	K01151	deoxyribonuclease IV [EC:3.1.21.2]								Xylose isomerase-like TIM barrel [PF01261.27]					0
JAJCVI010000002.1_JAJCVI010000002.1_412	JAJCVI010000002.1	JAJCVI010000002.1	412	414630	415466	-1	D										Biotin/lipoate A/B protein ligase family [PF03099.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_413	JAJCVI010000002.1	JAJCVI010000002.1	413	415605	415895	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_414	JAJCVI010000002.1	JAJCVI010000002.1	414	415994	416248	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_415	JAJCVI010000002.1	JAJCVI010000002.1	415	416375	417139	1	D										Beta-lactamase superfamily domain [PF12706.10]; Beta-lactamase superfamily domain [PF13483.9]; Metallo-beta-lactamase superfamily [PF00753.30]					0
JAJCVI010000002.1_JAJCVI010000002.1_416	JAJCVI010000002.1	JAJCVI010000002.1	416	417180	417875	-1	D										short chain dehydrogenase [PF00106.28]; Enoyl-(Acyl carrier protein) reductase [PF13561.9]; NAD dependent epimerase/dehydratase family [PF01370.24]; KR domain [PF08659.13]					0
JAJCVI010000002.1_JAJCVI010000002.1_417	JAJCVI010000002.1	JAJCVI010000002.1	417	418371	419279	1	C	K07179	RIO kinase 2 [EC:2.7.11.1]								RIO1 family [PF01163.25]; Rio2, N-terminal [PF09202.14]; ABC1 atypical kinase-like domain [PF03109.19]					0
JAJCVI010000002.1_JAJCVI010000002.1_418	JAJCVI010000002.1	JAJCVI010000002.1	418	419792	419962	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_419	JAJCVI010000002.1	JAJCVI010000002.1	419	420075	421133	-1	C	K09816	zinc transport system permease protein								ABC 3 transport family [PF00950.20]					0
JAJCVI010000002.1_JAJCVI010000002.1_420	JAJCVI010000002.1	JAJCVI010000002.1	420	421130	421954	-1	C	K09817	zinc transport system ATP-binding protein [EC:7.2.2.20]								ABC transporter [PF00005.30]					0
JAJCVI010000002.1_JAJCVI010000002.1_421	JAJCVI010000002.1	JAJCVI010000002.1	421	421951	423030	-1	D										Zinc-uptake complex component A periplasmic [PF01297.20]					0
JAJCVI010000002.1_JAJCVI010000002.1_422	JAJCVI010000002.1	JAJCVI010000002.1	422	423277	424158	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_423	JAJCVI010000002.1	JAJCVI010000002.1	423	424155	425510	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_424	JAJCVI010000002.1	JAJCVI010000002.1	424	425715	426968	1	C	K01760	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]								Cys/Met metabolism PLP-dependent enzyme [PF01053.23]; DegT/DnrJ/EryC1/StrS aminotransferase family [PF01041.20]					0
JAJCVI010000002.1_JAJCVI010000002.1_425	JAJCVI010000002.1	JAJCVI010000002.1	425	427099	428445	1	D										Major Facilitator Superfamily [PF07690.19]					0
JAJCVI010000002.1_JAJCVI010000002.1_426	JAJCVI010000002.1	JAJCVI010000002.1	426	428505	431723	-1	C	K06930	HTH-type transcriptional regulator, bacterioopsin transcriptional activator and related proteins								GAF domain [PF13185.9]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; PAS fold [PF08448.13]; GAF domain [PF01590.29]; GAF domain [PF13492.9]; PAS fold [PF12860.10]; PAS domain [PF13426.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_427	JAJCVI010000002.1	JAJCVI010000002.1	427	431814	432500	-1	D										Metallo-beta-lactamase superfamily [PF00753.30]; Metallo-beta-lactamase superfamily [PF14597.9]; Beta-lactamase superfamily domain [PF12706.10]; Metallo-beta-lactamase superfamily domain [PF16661.8]					0
JAJCVI010000002.1_JAJCVI010000002.1_428	JAJCVI010000002.1	JAJCVI010000002.1	428	432629	433318	-1	C	K03433	proteasome beta subunit [EC:3.4.25.1]	MER1064216	T01A	MER1064216 - subfamily T1A unassigned peptidases (Natronococcus jeotgali) [T01.UPA]#T01A#{peptidase unit: 49-232}~source L9WUL1~	False	0.771	285.0	5.202e-86	Proteasome subunit [PF00227.29]					0
JAJCVI010000002.1_JAJCVI010000002.1_429	JAJCVI010000002.1	JAJCVI010000002.1	429	433315	434073	-1	C	K03432	proteasome alpha subunit [EC:3.4.25.1]	MER0006326	T01X	MER0006326 - family T1 unassigned peptidases (Haloferax volcanii) [T01.UPW]#T01X#{peptidase unit: 37-236}~source ADE04430~	False	0.722	289.0	8.347e-87	Proteasome subunit [PF00227.29]; Proteasome subunit A N-terminal signature [PF10584.12]					0
JAJCVI010000002.1_JAJCVI010000002.1_430	JAJCVI010000002.1	JAJCVI010000002.1	430	434348	434734	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_431	JAJCVI010000002.1	JAJCVI010000002.1	431	434731	435276	1	C	K01515	ADP-ribose pyrophosphatase [EC:3.6.1.13 3.6.1.-]								NUDIX domain [PF00293.31]					0
JAJCVI010000002.1_JAJCVI010000002.1_432	JAJCVI010000002.1	JAJCVI010000002.1	432	435367	435840	1	D										Family of unknown function (DUF5519) [PF17648.4]					0
JAJCVI010000002.1_JAJCVI010000002.1_433	JAJCVI010000002.1	JAJCVI010000002.1	433	435854	436723	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_434	JAJCVI010000002.1	JAJCVI010000002.1	434	436845	437405	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_435	JAJCVI010000002.1	JAJCVI010000002.1	435	437520	438110	-1	C	K02877	large subunit ribosomal protein L15e								Ribosomal L15 [PF00827.20]					0
JAJCVI010000002.1_JAJCVI010000002.1_436	JAJCVI010000002.1	JAJCVI010000002.1	436	438266	439783	-1	D										Putative metallopeptidase family (DUF6782) [PF20573.1]					0
JAJCVI010000002.1_JAJCVI010000002.1_437	JAJCVI010000002.1	JAJCVI010000002.1	437	439867	439992	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_438	JAJCVI010000002.1	JAJCVI010000002.1	438	440096	441169	1	C	K06987	uncharacterized protein	MER0228466	M14X	MER0228466 - family M14 non-peptidase homologues (Flavobacterium psychrophilum) [M14.UNW]#M14X#{peptidase unit: 33-143}~source YP_001295157~	False	0.427	86.0	2.524e-16	Succinylglutamate desuccinylase / Aspartoacylase family [PF04952.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_439	JAJCVI010000002.1	JAJCVI010000002.1	439	441241	442497	-1	C	K07496	putative transposase								Putative transposase DNA-binding domain [PF07282.14]; Probable transposase [PF01385.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_440	JAJCVI010000002.1	JAJCVI010000002.1	440	442731	443414	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_441	JAJCVI010000002.1	JAJCVI010000002.1	441	443476	444180	1	D			MER1073108	S49C	MER1073108 - subfamily S49C non-peptidase homologues (Deferribacter desulfuricans) [S49.UNC]#S49C#{peptidase unit: 109-219}~source D3P9A0~	False	0.443	71.0	2.084e-12	Enoyl-CoA hydratase/isomerase [PF00378.23]; Enoyl-CoA hydratase/isomerase [PF16113.8]					0
JAJCVI010000002.1_JAJCVI010000002.1_442	JAJCVI010000002.1	JAJCVI010000002.1	442	444262	445017	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_443	JAJCVI010000002.1	JAJCVI010000002.1	443	445066	445863	-1	C	K01916	NAD+ synthase [EC:6.3.1.5]								NAD synthase [PF02540.20]					0
JAJCVI010000002.1_JAJCVI010000002.1_444	JAJCVI010000002.1	JAJCVI010000002.1	444	446201	446818	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_445	JAJCVI010000002.1	JAJCVI010000002.1	445	446834	446989	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_446	JAJCVI010000002.1	JAJCVI010000002.1	446	447257	447568	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_447	JAJCVI010000002.1	JAJCVI010000002.1	447	447781	448689	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_448	JAJCVI010000002.1	JAJCVI010000002.1	448	448804	449217	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_449	JAJCVI010000002.1	JAJCVI010000002.1	449	449330	449782	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_450	JAJCVI010000002.1	JAJCVI010000002.1	450	449867	450925	1	D										Aldo/keto reductase family [PF00248.24]					0
JAJCVI010000002.1_JAJCVI010000002.1_451	JAJCVI010000002.1	JAJCVI010000002.1	451	451051	451608	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_452	JAJCVI010000002.1	JAJCVI010000002.1	452	451605	452513	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_453	JAJCVI010000002.1	JAJCVI010000002.1	453	452578	454128	-1	C	K25033	hydrogen peroxide-dependent heme synthase [EC:1.3.98.5]								Chlorite dismutase [PF06778.15]; Antibiotic biosynthesis monooxygenase [PF03992.19]					0
JAJCVI010000002.1_JAJCVI010000002.1_454	JAJCVI010000002.1	JAJCVI010000002.1	454	454255	454779	1	C	K10947	PadR family transcriptional regulator, regulatory protein PadR								Transcriptional regulator PadR-like family [PF03551.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_455	JAJCVI010000002.1	JAJCVI010000002.1	455	454855	456456	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_456	JAJCVI010000002.1	JAJCVI010000002.1	456	456601	458385	-1	D			MER0220026	M50B	MER0220026 - subfamily M50B unassigned peptidases (Halalkalicoccus jeotgali) [M50.UPB]#M50B#{peptidase unit: 96-581}~source YP_003736046~	True	0.509	467.0	2.773e-142	Peptidase family M50 [PF02163.25]; PDZ domain [PF13180.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_457	JAJCVI010000002.1	JAJCVI010000002.1	457	458649	458798	1	D										Ribosomal L40e family [PF01020.20]					0
JAJCVI010000002.1_JAJCVI010000002.1_458	JAJCVI010000002.1	JAJCVI010000002.1	458	458880	459494	-1	D										Metallo-beta-lactamase superfamily [PF00753.30]; Beta-lactamase superfamily domain [PF12706.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_459	JAJCVI010000002.1	JAJCVI010000002.1	459	459602	459778	1	D										Family of unknown function (DUF5786) [PF19099.3]					0
JAJCVI010000002.1_JAJCVI010000002.1_460	JAJCVI010000002.1	JAJCVI010000002.1	460	459775	460359	1	C	K09120	uncharacterized protein								Protein of unknown function DUF99 [PF01949.19]					0
JAJCVI010000002.1_JAJCVI010000002.1_461	JAJCVI010000002.1	JAJCVI010000002.1	461	460441	461055	1	C	K21929	uracil-DNA glycosylase [EC:3.2.2.27]								Uracil DNA glycosylase superfamily [PF03167.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_462	JAJCVI010000002.1	JAJCVI010000002.1	462	461057	462091	-1	C	K02042	phosphonate transport system permease protein													0
JAJCVI010000002.1_JAJCVI010000002.1_463	JAJCVI010000002.1	JAJCVI010000002.1	463	462088	462843	-1	C	K02041	phosphonate transport system ATP-binding protein [EC:7.3.2.2]								ABC transporter [PF00005.30]					0
JAJCVI010000002.1_JAJCVI010000002.1_464	JAJCVI010000002.1	JAJCVI010000002.1	464	462905	463873	-1	D										ABC transporter, phosphonate, periplasmic substrate-binding protein [PF12974.10]; NMT1/THI5 like [PF09084.14]; NMT1-like family [PF13379.9]; NMT1-like family [PF16868.8]					0
JAJCVI010000002.1_JAJCVI010000002.1_465	JAJCVI010000002.1	JAJCVI010000002.1	465	464120	466396	-1	C	K01174	micrococcal nuclease [EC:3.1.31.1]								PKD domain [PF18911.3]; Staphylococcal nuclease homologue [PF00565.20]; PKD domain [PF00801.23]; Domain of unknown function (DUF4350) [PF14258.9]					0
