V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ORF
WP_247005174.1,1175,SMART,SM00320,WD40_4,154,191,12,IPR001680,WD40 repeat,ORF6
WP_247005174.1,1175,SMART,SM00320,WD40_4,73,109,260,IPR001680,WD40 repeat,ORF6
WP_247005174.1,1175,SMART,SM00320,WD40_4,112,151,54,IPR001680,WD40 repeat,ORF6
WP_247005174.1,1175,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,35,-,-,-,ORF6
WP_247005174.1,1175,PANTHER,PTHR22847,WD40 REPEAT PROTEIN,87,340,6.8E-13,-,-,ORF6
WP_247005174.1,1175,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,1144,1.168,-,-,-,ORF6
WP_247005174.1,1175,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,12,23,-,-,-,ORF6
WP_247005174.1,1175,SUPERFAMILY,SSF50998,Quinoprotein alcohol dehydrogenase-like,50,333,3.14E-36,IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily,ORF6
WP_247005174.1,1175,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,12,34,-,-,-,ORF6
WP_247005174.1,1175,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,24,35,-,-,-,ORF6
WP_247005174.1,1175,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",36,1.143,-,-,-,ORF6
WP_247005174.1,1175,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,1147,"1,17E+03",-,-,-,ORF6
WP_247005174.1,1175,Gene3D,G3DSA:2.40.128.630,-,47,163,1.2E-13,-,-,ORF6
WP_247005174.1,1175,Gene3D,G3DSA:2.40.128.630,-,164,245,1.8E-12,-,-,ORF6
WP_247005174.1,1175,Gene3D,G3DSA:2.40.128.630,-,246,326,44,-,-,ORF6
WP_247005174.1,1175,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,11,-,-,-,ORF6
ELY97141.1,868,Coils,Coil,Coil,252,272,-,-,-,ORF6
ELY97141.1,868,Coils,Coil,Coil,62,86,-,-,-,ORF6
ELY97141.1,868,Coils,Coil,Coil,383,406,-,-,-,ORF6
WP_174682795.1,1201,Pfam,PF13360,PQQ-like domain,72,188,2.1E-13,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
WP_174682795.1,1201,Pfam,PF13360,PQQ-like domain,201,314,3.2E-11,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
WP_174682795.1,1201,SMART,SM00564,ire1_9,113,145,18,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_174682795.1,1201,SMART,SM00564,ire1_9,154,187,13,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_174682795.1,1201,SMART,SM00564,ire1_9,72,103,38,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_174682795.1,1201,SMART,SM00564,ire1_9,281,313,2.3,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_174682795.1,1201,SMART,SM00564,ire1_9,325,355,67,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_174682795.1,1201,SMART,SM00564,ire1_9,239,271,0.56,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_174682795.1,1201,SMART,SM00564,ire1_9,197,229,75,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_174682795.1,1201,ProSiteProfiles,PS50082,Trp-Asp (WD) repeats profile.,102,131,8.603.614,IPR001680,WD40 repeat,ORF6
WP_174682795.1,1201,ProSiteProfiles,PS50082,Trp-Asp (WD) repeats profile.,186,218,9.271.977,IPR001680,WD40 repeat,ORF6
WP_174682795.1,1201,PANTHER,PTHR19848,WD40 REPEAT PROTEIN,122,278,2.1E-26,-,-,ORF6
WP_174682795.1,1201,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,1171,1193,-,-,-,ORF6
WP_174682795.1,1201,Gene3D,G3DSA:2.130.10.10,-,140,237,"7,00E-16",IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
WP_174682795.1,1201,ProSiteProfiles,PS50082,Trp-Asp (WD) repeats profile.,228,269,9.873.505,IPR001680,WD40 repeat,ORF6
WP_174682795.1,1201,SUPERFAMILY,SSF50998,Quinoprotein alcohol dehydrogenase-like,76,"3,61E+02",1.7E-52,IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily,ORF6
WP_174682795.1,1201,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1194,1201,-,-,-,ORF6
WP_174682795.1,1201,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,35,52,-,-,-,ORF6
WP_174682795.1,1201,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,23,34,-,-,-,ORF6
WP_174682795.1,1201,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,22,-,-,-,ORF6
WP_174682795.1,1201,SMART,SM00320,WD40_4,263,302,86,IPR001680,WD40 repeat,ORF6
WP_174682795.1,1201,SMART,SM00320,WD40_4,221,260,52,IPR001680,WD40 repeat,ORF6
WP_174682795.1,1201,SMART,SM00320,WD40_4,95,134,0.07,IPR001680,WD40 repeat,ORF6
WP_174682795.1,1201,SMART,SM00320,WD40_4,137,176,0.48,IPR001680,WD40 repeat,ORF6
WP_174682795.1,1201,SMART,SM00320,WD40_4,179,218,82,IPR001680,WD40 repeat,ORF6
WP_174682795.1,1201,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,52,-,-,-,ORF6
WP_174682795.1,1201,Gene3D,G3DSA:2.40.128.630,-,238,359,2.9E-16,-,-,ORF6
WP_174682795.1,1201,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,24,46,-,-,-,ORF6
WP_174682795.1,1201,Gene3D,G3DSA:2.40.10.480,-,73,139,1.3E-10,-,-,ORF6
WP_174682795.1,1201,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,1171,1193,-,-,-,ORF6
WP_174682795.1,1201,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",53,1170,-,-,-,ORF6
WP_233274410.1,1234,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,1204,-,-,-,ORF6
WP_233274410.1,1234,Pfam,PF13360,PQQ-like domain,28,123,3.7E-14,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
WP_233274410.1,1234,Pfam,PF13360,PQQ-like domain,131,267,3.7E-26,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
WP_233274410.1,1234,SUPERFAMILY,SSF50998,Quinoprotein alcohol dehydrogenase-like,79,245,7.06E-49,IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily,ORF6
WP_233274410.1,1234,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,1205,1224,-,-,-,ORF6
WP_233274410.1,1234,Gene3D,G3DSA:2.130.10.10,-,27,129,1.3E-27,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
WP_233274410.1,1234,Gene3D,G3DSA:2.130.10.10,-,249,403,"1,00E-33",IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
WP_233274410.1,1234,Gene3D,G3DSA:2.130.10.10,-,130,248,4.8E-42,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
WP_233274410.1,1234,SMART,SM00564,ire1_9,211,243,2,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_233274410.1,1234,SMART,SM00564,ire1_9,131,163,5,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_233274410.1,1234,SMART,SM00564,ire1_9,91,123,2,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_233274410.1,1234,SMART,SM00564,ire1_9,292,324,73,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_233274410.1,1234,SMART,SM00564,ire1_9,333,369,7.6,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_233274410.1,1234,SMART,SM00564,ire1_9,51,82,38,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_233274410.1,1234,SMART,SM00564,ire1_9,171,203,8.2E-10,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_233274410.1,1234,SMART,SM00564,ire1_9,253,284,11,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_233274410.1,1234,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1225,1234,-,-,-,ORF6
WP_233274410.1,1234,SUPERFAMILY,SSF50998,Quinoprotein alcohol dehydrogenase-like,208,354,1.1E-35,IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily,ORF6
WP_233274410.1,1234,Pfam,PF13570,PQQ-like domain,317,352,3,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
WP_233274410.1,1234,Pfam,PF13570,PQQ-like domain,277,315,2.9E-12,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
WP_233274410.1,1234,PANTHER,PTHR34512,CELL SURFACE PROTEIN,16,224,7.5E-57,-,-,ORF6
WP_233274410.1,1234,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,1205,1224,-,-,-,ORF6
WP_247005175.1,1038,Coils,Coil,Coil,558,578,-,-,-,ORF6
WP_247005175.1,1038,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,1009,1031,-,-,-,ORF6
WP_247005175.1,1038,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,1007,1031,-,-,-,ORF6
WP_247005175.1,1038,MobiDBLite,mobidb-lite,consensus disorder prediction,26,61,-,-,-,ORF6
WP_247005175.1,1038,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,1006,-,-,-,ORF6
WP_247005175.1,1038,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1032,1038,-,-,-,ORF6
WP_275039258.1,1229,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,1200,1222,-,-,-,ORF6
WP_275039258.1,1229,PANTHER,PTHR19848,WD40 REPEAT PROTEIN,116,366,2.3E-27,-,-,ORF6
WP_275039258.1,1229,SUPERFAMILY,SSF50998,Quinoprotein alcohol dehydrogenase-like,54,368,7.06E-55,IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily,ORF6
WP_275039258.1,1229,SMART,SM00320,WD40_4,180,220,1.2,IPR001680,WD40 repeat,ORF6
WP_275039258.1,1229,SMART,SM00320,WD40_4,265,304,0.54,IPR001680,WD40 repeat,ORF6
WP_275039258.1,1229,SMART,SM00320,WD40_4,223,262,110,IPR001680,WD40 repeat,ORF6
WP_275039258.1,1229,SMART,SM00320,WD40_4,138,177,38,IPR001680,WD40 repeat,ORF6
WP_275039258.1,1229,SMART,SM00320,WD40_4,307,346,6.4,IPR001680,WD40 repeat,ORF6
WP_275039258.1,1229,SMART,SM00320,WD40_4,58,92,160,IPR001680,WD40 repeat,ORF6
WP_275039258.1,1229,SMART,SM00564,ire1_9,115,146,37,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_275039258.1,1229,SMART,SM00564,ire1_9,72,103,1.3,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_275039258.1,1229,SMART,SM00564,ire1_9,155,188,1.4,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_275039258.1,1229,SMART,SM00564,ire1_9,326,357,75,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_275039258.1,1229,SMART,SM00564,ire1_9,240,273,54,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_275039258.1,1229,SMART,SM00564,ire1_9,284,315,1.2,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_275039258.1,1229,SMART,SM00564,ire1_9,198,231,51,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_275039258.1,1229,Coils,Coil,Coil,811,838,-,-,-,ORF6
WP_275039258.1,1229,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,45,-,-,-,ORF6
WP_275039258.1,1229,Coils,Coil,Coil,413,433,-,-,-,ORF6
WP_275039258.1,1229,Pfam,PF13360,PQQ-like domain,85,230,5.6E-17,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
WP_275039258.1,1229,MobiDBLite,mobidb-lite,consensus disorder prediction,91,117,-,-,-,ORF6
WP_275039258.1,1229,Gene3D,G3DSA:2.130.10.10,-,46,233,1.7E-25,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
WP_275039258.1,1229,Coils,Coil,Coil,604,631,-,-,-,ORF6
WP_275039258.1,1229,MobiDBLite,mobidb-lite,consensus disorder prediction,91,109,-,-,-,ORF6
WP_275039258.1,1229,ProSiteProfiles,PS50082,Trp-Asp (WD) repeats profile.,188,229,8.770.704,IPR001680,WD40 repeat,ORF6
WP_275039258.1,1229,Gene3D,G3DSA:2.130.10.10,-,234,383,2.1E-17,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
WP_275039258.1,1229,Coils,Coil,Coil,769,796,-,-,-,ORF6
WP_275039258.1,1229,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,21,43,-,-,-,ORF6
WP_006671475.1,851,MobiDBLite,mobidb-lite,consensus disorder prediction,1,27,-,-,-,ORF6
WP_006671475.1,851,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",846,851,-,-,-,ORF6
WP_006671475.1,851,Coils,Coil,Coil,432,452,-,-,-,ORF6
WP_006671475.1,851,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,822,-,-,-,ORF6
WP_006671475.1,851,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,823,845,-,-,-,ORF6
WP_006671475.1,851,Coils,Coil,Coil,359,379,-,-,-,ORF6
WP_006671475.1,851,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,823,845,-,-,-,ORF6
WP_006671475.1,851,Coils,Coil,Coil,47,74,-,-,-,ORF6
WP_139327066.1,1106,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,33,-,-,-,ORF6
WP_139327066.1,1106,MobiDBLite,mobidb-lite,consensus disorder prediction,33,84,-,-,-,ORF6
WP_139327066.1,1106,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,26,-,-,-,ORF6
WP_139327066.1,1106,MobiDBLite,mobidb-lite,consensus disorder prediction,33,62,-,-,-,ORF6
WP_139327066.1,1106,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,33,-,-,-,ORF6
WP_139327066.1,1106,SUPERFAMILY,SSF63825,YWTD domain,92,272,3.4E-11,-,-,ORF6
WP_139327066.1,1106,MobiDBLite,mobidb-lite,consensus disorder prediction,63,84,-,-,-,ORF6
WP_139327066.1,1106,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,11,26,-,-,-,ORF6
WP_139327066.1,1106,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,10,-,-,-,ORF6
WP_139327066.1,1106,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",34,1106,-,-,-,ORF6
WP_139327066.1,1106,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,33,-,-,-,ORF6
WP_139327066.1,1106,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,12,34,-,-,-,ORF6
WP_139327066.1,1106,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,27,33,-,-,-,ORF6
WP_139327066.1,1106,Coils,Coil,Coil,507,527,-,-,-,ORF6
APX00321.1,1151,Gene3D,G3DSA:2.130.10.10,-,156,292,1.5E-17,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
APX00321.1,1151,Coils,Coil,Coil,691,718,-,-,-,ORF6
APX00321.1,1151,Coils,Coil,Coil,526,553,-,-,-,ORF6
APX00321.1,1151,PANTHER,PTHR19848,WD40 REPEAT PROTEIN,38,287,3.3E-27,-,-,ORF6
APX00321.1,1151,ProSiteProfiles,PS50082,Trp-Asp (WD) repeats profile.,110,151,8.770.704,IPR001680,WD40 repeat,ORF6
APX00321.1,1151,MobiDBLite,mobidb-lite,consensus disorder prediction,1,42,-,-,-,ORF6
APX00321.1,1151,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,1122,1144,-,-,-,ORF6
APX00321.1,1151,Gene3D,G3DSA:2.130.10.10,-,1,155,"2,00E-22",IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
APX00321.1,1151,SMART,SM00564,ire1_9,248,279,75,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
APX00321.1,1151,SMART,SM00564,ire1_9,206,237,1.2,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
APX00321.1,1151,SMART,SM00564,ire1_9,162,195,54,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
APX00321.1,1151,SMART,SM00564,ire1_9,77,110,1.4,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
APX00321.1,1151,SMART,SM00564,ire1_9,120,153,51,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
APX00321.1,1151,SMART,SM00564,ire1_9,37,68,37,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
APX00321.1,1151,Pfam,PF13360,PQQ-like domain,7,152,6.2E-17,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
APX00321.1,1151,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1145,1151,-,-,-,ORF6
APX00321.1,1151,MobiDBLite,mobidb-lite,consensus disorder prediction,1,31,-,-,-,ORF6
APX00321.1,1151,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,1122,1144,-,-,-,ORF6
APX00321.1,1151,Coils,Coil,Coil,335,355,-,-,-,ORF6
APX00321.1,1151,SMART,SM00320,WD40_4,145,184,110,IPR001680,WD40 repeat,ORF6
APX00321.1,1151,SMART,SM00320,WD40_4,229,268,6.4,IPR001680,WD40 repeat,ORF6
APX00321.1,1151,SMART,SM00320,WD40_4,102,142,1.2,IPR001680,WD40 repeat,ORF6
APX00321.1,1151,SMART,SM00320,WD40_4,187,226,0.54,IPR001680,WD40 repeat,ORF6
APX00321.1,1151,SMART,SM00320,WD40_4,60,99,38,IPR001680,WD40 repeat,ORF6
APX00321.1,1151,SUPERFAMILY,SSF50998,Quinoprotein alcohol dehydrogenase-like,1,290,2.94E-53,IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily,ORF6
APX00321.1,1151,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,1121,-,-,-,ORF6
APX00321.1,1151,Coils,Coil,Coil,733,760,-,-,-,ORF6
WP_136396809.1,884,Coils,Coil,Coil,458,478,-,-,-,ORF6
WP_136396809.1,884,Coils,Coil,Coil,326,346,-,-,-,ORF6
WP_136396809.1,884,Coils,Coil,Coil,493,513,-,-,-,ORF6
WP_254810679.1,1082,Coils,Coil,Coil,643,670,-,-,-,ORF6
WP_254810679.1,1082,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,30,37,-,-,-,ORF6
WP_254810679.1,1082,Coils,Coil,Coil,485,512,-,-,-,ORF6
WP_254810679.1,1082,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,11,29,-,-,-,ORF6
WP_254810679.1,1082,Gene3D,G3DSA:2.120.10.30,-,70,260,28,IPR011042,"Six-bladed beta-propeller, TolB-like",ORF6
WP_254810679.1,1082,MobiDBLite,mobidb-lite,consensus disorder prediction,40,64,-,-,-,ORF6
WP_254810679.1,1082,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,10,-,-,-,ORF6
WP_254810679.1,1082,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,37,-,-,-,ORF6
WP_254810679.1,1082,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,12,34,-,-,-,ORF6
WP_254810679.1,1082,SUPERFAMILY,SSF63825,YWTD domain,76,266,4.71E-12,-,-,ORF6
WP_254810679.1,1082,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,37,-,-,-,ORF6
WP_254810679.1,1082,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",38,1082,-,-,-,ORF6
WP_254810679.1,1082,MobiDBLite,mobidb-lite,consensus disorder prediction,40,80,-,-,-,ORF6
WP_174682820.1,1051,MobiDBLite,mobidb-lite,consensus disorder prediction,29,55,-,-,-,ORF6
WP_174682820.1,1051,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",23,1051,-,-,-,ORF6
WP_174682820.1,1051,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,30,-,-,-,ORF6
WP_174682820.1,1051,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,22,-,-,-,ORF6
WP_174682820.1,1051,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,7,-,-,-,ORF6
WP_174682820.1,1051,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,22,-,-,-,ORF6
WP_174682820.1,1051,SUPERFAMILY,SSF63825,YWTD domain,53,246,3.01E-12,-,-,ORF6
WP_174682820.1,1051,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,9,31,-,-,-,ORF6
WP_174682820.1,1051,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,21,-,-,-,ORF6
WP_174682820.1,1051,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,18,22,-,-,-,ORF6
WP_174682820.1,1051,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,8,17,-,-,-,ORF6
APX98605.1,1108,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,13,28,-,-,-,ORF6
APX98605.1,1108,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",36,1108,-,-,-,ORF6
APX98605.1,1108,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,12,-,-,-,ORF6
APX98605.1,1108,SignalP_GRAM_NEGATIVE,SignalP-TM,SignalP-TM,1,35,-,-,-,ORF6
APX98605.1,1108,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,29,35,-,-,-,ORF6
APX98605.1,1108,Coils,Coil,Coil,509,529,-,-,-,ORF6
APX98605.1,1108,SUPERFAMILY,SSF63825,YWTD domain,94,274,3.4E-11,-,-,ORF6
APX98605.1,1108,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,35,-,-,-,ORF6
APX98605.1,1108,SignalP_GRAM_NEGATIVE,SignalP-TM,SignalP-TM,1,28,-,-,-,ORF6
APX98605.1,1108,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,35,-,-,-,ORF6
APX98605.1,1108,MobiDBLite,mobidb-lite,consensus disorder prediction,35,86,-,-,-,ORF6
APX98605.1,1108,MobiDBLite,mobidb-lite,consensus disorder prediction,35,64,-,-,-,ORF6
APX98605.1,1108,MobiDBLite,mobidb-lite,consensus disorder prediction,65,86,-,-,-,ORF6
APX98605.1,1108,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,13,35,-,-,-,ORF6
QCC57255.1,875,Coils,Coil,Coil,449,469,-,-,-,ORF6
QCC57255.1,875,Coils,Coil,Coil,484,504,-,-,-,ORF6
QCC57255.1,875,Coils,Coil,Coil,317,337,-,-,-,ORF6
WP_007139918.1,878,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",872,878,-,-,-,ORF6
WP_007139918.1,878,Coils,Coil,Coil,460,487,-,-,-,ORF6
WP_007139918.1,878,Coils,Coil,Coil,62,82,-,-,-,ORF6
WP_007139918.1,878,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,849,871,-,-,-,ORF6
WP_007139918.1,878,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,848,-,-,-,ORF6
WP_007139918.1,878,Coils,Coil,Coil,418,445,-,-,-,ORF6
WP_007139918.1,878,Coils,Coil,Coil,253,280,-,-,-,ORF6
WP_007139918.1,878,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,849,871,-,-,-,ORF6
NHN49977.1,1246,Gene3D,G3DSA:2.130.10.10,-,224,539,1.7E-28,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
NHN49977.1,1246,PANTHER,PTHR34512,CELL SURFACE PROTEIN,43,243,6.9E-49,-,-,ORF6
NHN49977.1,1246,SUPERFAMILY,SSF50998,Quinoprotein alcohol dehydrogenase-like,151,396,7.85E-39,IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily,ORF6
NHN49977.1,1246,SMART,SM00564,ire1_9,323,353,15,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
NHN49977.1,1246,SMART,SM00564,ire1_9,363,399,57,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
NHN49977.1,1246,SMART,SM00564,ire1_9,231,269,6.2,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
NHN49977.1,1246,SMART,SM00564,ire1_9,152,184,38,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
NHN49977.1,1246,SMART,SM00564,ire1_9,193,224,12,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
NHN49977.1,1246,SMART,SM00564,ire1_9,111,143,24,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
NHN49977.1,1246,SMART,SM00564,ire1_9,278,313,92,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
NHN49977.1,1246,SMART,SM00564,ire1_9,66,103,0.28,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
NHN49977.1,1246,Coils,Coil,Coil,751,771,-,-,-,ORF6
NHN49977.1,1246,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,33,-,-,-,ORF6
NHN49977.1,1246,Pfam,PF13360,PQQ-like domain,43,142,8,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
